91 0.4550000000000003  0 0 0  8.39832505526994e-05 0.9438516543781728 0  
92 0.4600000000000003  0 0 0  8.39832552435027e-05 0.9438517066556235 0  
93 0.4650000000000003  0 0 0  8.398325924641181e-05 0.9438517518097562 0  
94 0.4700000000000003  0 0 0  8.398326243086451e-05 0.9438517872269592 0  
95 0.4750000000000003  0 0 0  8.39832651786665e-05 0.9438518182919641 0  
96 0.4800000000000003  0 0 0  8.398326733638495e-05 0.9438518422222568 0  
97 0.4850000000000003  0 0 0  8.398326922665067e-05 0.9438518636537347 0  
98 0.4900000000000003  0 0 0  8.398327068470657e-05 0.9438518797623197 0  
99 0.4950000000000003  0 0 0  8.398327198866351e-05 0.9438518946026884 0  
100 0.5000000000000003  0 0 0  7.623237376608305e-05 0.8554748833693115 0  
101 0.5050000000000003  0 0 0  6.256130095838586e-05 0.7010267785648784 0  
102 0.5100000000000003  0 0 0  5.166978722059845e-05 0.579128593736476 0  
103 0.5150000000000003  0 0 0  4.266170065247987e-05 0.4781561812006658 0  
104 0.5200000000000004  0 0 0  3.525033889958951e-05 0.3951150035647539 0  
105 0.5250000000000004  0 0 0  2.911605420730101e-05 0.3263421441478256 0  
106 0.5300000000000004  0 0 0  2.405548293596405e-05 0.2696323164714861 0  
107 0.5350000000000004  0 0 0  1.987065434583268e-05 0.2227180477455891 0  
108 0.5400000000000004  0 0 0  1.641645937104641e-05 0.1840074964108782 0  
109 0.5450000000000004  0 0 0  1.356080222057743e-05 0.1519952340338525 0  
110 0.5500000000000004  0 0 0  1.120336471018002e-05 0.1255751112030512 0  
111 0.5550000000000004  0 0 0  9.2545780690928e-06 0.1037293846885365 0  
112 0.5600000000000004  0 0 0  7.645724871774284e-06 0.08569854276506408 0  
113 0.5650000000000004  0 0 0  6.31578045112019e-06 0.07079006622429121 0  
114 0.5700000000000004  0 0 0  5.217825112209529e-06 0.05848498016589369 0  
115 0.5750000000000004  0 0 0  4.31019428830115e-06 0.04831054495697953 0  
116 0.5800000000000004  0 0 0  3.560909366494974e-06 0.03991315733320486 0  
117 0.5850000000000004  0 0 0  2.941481498184434e-06 0.03296937786995314 0  
118 0.5900000000000004  0 0 0  2.430148922732966e-06 0.02723884138250518 0  
119 0.5950000000000004  0 0 0  2.007404041867722e-06 0.02249980350344135 0  
120 0.6000000000000004  0 0 0  1.658461921419385e-06 0.01858925882136482 0  
121 0.6050000000000004  0 0 0  1.369943828882433e-06 0.01535485524473612 0  
122 0.6100000000000004  0 0 0  1.131824005060067e-06 0.01268634696654845 0  
123 0.6150000000000004  0 0 0  9.349101138533822e-07 0.01047879980602031 0  
124 0.6200000000000004  0 0 0  7.724195722185606e-07 0.008657897104714523 0  
125 0.6250000000000004  0 0 0  6.380223020966552e-07 0.007151149703957394 0  
126 0.6300000000000004  0 0 0  5.271435272687953e-07 0.005908672783780647 0  
127 0.6350000000000005  0 0 0  4.354120603450654e-07 0.004880207451908551 0  
128 0.6400000000000005  0 0 0  3.597543785996415e-07 0.004032455986828785 0  
129 0.6450000000000005  0 0 0  2.971414377170214e-07 0.003330413922157213 0  
130 0.6500000000000005  0 0 0  2.455191596120645e-07 0.002752023713129075 0  
131 0.6550000000000005  0 0 0  2.027792868775774e-07 0.002272766860990263 0  
132 0.6600000000000005  0 0 0  1.675588750327597e-07 0.001878185311405111 0  
133 0.6650000000000005  0 0 0  1.383823832871479e-07 0.001550983841197555 0  
134 0.6700000000000005  0 0 0  1.143544611366095e-07 0.001281827661699135 0  
135 0.6750000000000005  0 0 0  9.443518597695207e-08 0.001058410099144998 0  
136 0.6800000000000005  0 0 0  7.804473373920935e-08 0.0008748374864401632 0  
137 0.6850000000000005  0 0 0  6.444382566310209e-08 0.0007222592599568471 0  
138 0.6900000000000005  0 0 0  5.326482570636171e-08 0.000597081820439527 0  
139 0.6950000000000005  0 0 0  4.397657140813071e-08 0.0004928584106869743 0  
140 0.7000000000000005  0 0 0  3.635348018928984e-08 0.0004075228523260531 0  
141 0.7050000000000005  0 0 0  3.00089970493194e-08 0.0003363083987746705 0  
142 0.7100000000000005  0 0 0  2.481206872571189e-08 0.0002781542579209796 0  
143 0.7150000000000005  0 0 0  2.047709016304682e-08 0.000229474854222327 0  
144 0.7200000000000005  0 0 0  1.693539858277696e-08 0.0001898630556383317 0  
145 0.7250000000000005  0 0 0  1.397227146996023e-08 0.0001565698152597271 0  
146 0.7300000000000005  0 0 0  1.155975745238214e-08 0.0001296055316833442 0  
147 0.7350000000000005  0 0 0  9.533261023405139e-09 0.0001068188615096058 0  
148 0.7400000000000005  0 0 0  7.890966652318717e-09 8.847995076985842e-05 0  
149 0.7450000000000006  0 0 0  6.504037464048686e-09 7.286905152627159e-05 0  
150 0.7500000000000006  0 0 0  5.387036067519503e-09 6.04112773966505e-05 0  
151 0.7550000000000006  0 0 0  4.436902462533925e-09 4.970242193696873e-05 0  
152 0.7600000000000006  0 0 0  3.678082011452277e-09 4.125356338902924e-05 0  
153 0.7650000000000006  0 0 0  3.02632717280585e-09 3.389450674650983e-05 0  
154 0.7700000000000006  0 0 0  2.511675148927532e-09 2.817737164725749e-05 0  
155 0.7750000000000006  0 0 0  2.063805846209041e-09 2.310831533253359e-05 0  
156 0.7800000000000006  0 0 0  1.715543155831692e-09 1.925172282747804e-05 0  
157 0.7850000000000006  0 0 0  1.407045763645662e-09 1.574899895041085e-05 0  
158 0.7900000000000006  0 0 0  1.172117116982509e-09 1.315879422683203e-05 0  
159 0.7950000000000006  0 0 0  9.589409722830702e-10 1.072817888419069e-05 0  
160 0.8000000000000006  0 0 0  8.01160683137187e-10 8.999215465165896e-06 0  
161 0.8050000000000006  0 0 0  6.532229671504618e-10 7.303113002080883e-06 0  
162 0.8100000000000006  0 0 0  5.479153096050431e-10 6.159192014885237e-06 0  
163 0.8150000000000006  0 0 0  4.446680433717547e-10 4.966935630577683e-06 0  
164 0.8200000000000006  0 0 0  3.750099475290733e-10 4.219823210691031e-06 0  
165 0.8250000000000006  0 0 0  3.024143400133101e-10 3.3737522934747e-06 0  
166 0.8300000000000006  0 0 0  2.569397891109192e-10 2.895215943116549e-06 0  
167 0.8350000000000006  0 0 0  2.054010863217824e-10 2.287521055576256e-06 0  
