"T","A:0","A:1","A:2","J:0","J:1","J:2","V","B:0","B:1","B:2","Jcond:0","Jcond:1","Jcond:2","Jinduct:0","Jinduct:1","Jinduct:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
339.52,0.051596,-0.00063692,-2.3266e-07,1.1412e+08,-5.2591e+06,1.3545e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.0062,0.001,0.0812,0
339.6,0.051607,-0.00063692,-2.3266e-07,1.1407e+08,-5.3122e+06,1.3678e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.006225,0.001,0.081225,0
339.67,0.051618,-0.00063692,-2.3266e-07,1.1402e+08,-5.3653e+06,1.381e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.00625,0.001,0.08125,0
339.75,0.051629,-0.00063692,-2.3266e-07,1.1397e+08,-5.4185e+06,1.3942e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.006275,0.001,0.081275,0
339.83,0.05164,-0.00063692,-2.3266e-07,1.1392e+08,-5.4716e+06,1.4074e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.0063,0.001,0.0813,0
339.9,0.051651,-0.00063692,-2.3266e-07,1.1387e+08,-5.5248e+06,1.4206e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.006325,0.001,0.081325,0
339.98,0.051662,-0.00063692,-2.3266e-07,1.1382e+08,-5.5779e+06,1.4338e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.00635,0.001,0.08135,0
340.06,0.051673,-0.00063692,-2.3266e-07,1.1377e+08,-5.631e+06,1.447e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.006375,0.001,0.081375,0
340.13,0.051684,-0.00063692,-2.3266e-07,1.1371e+08,-5.6842e+06,1.4602e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.0064,0.001,0.0814,0
340.21,0.051695,-0.00063692,-2.3266e-07,1.1366e+08,-5.7373e+06,1.4734e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.006425,0.001,0.081425,0
340.29,0.051706,-0.00063692,-2.3266e-07,1.1361e+08,-5.7904e+06,1.4866e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.00645,0.001,0.08145,0
340.36,0.051717,-0.00063692,-2.3266e-07,1.1356e+08,-5.8436e+06,1.4999e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.006475,0.001,0.081475,0
340.44,0.051727,-0.00063692,-2.3266e-07,1.1351e+08,-5.8967e+06,1.5131e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.0065,0.001,0.0815,0
340.51,0.051738,-0.00063692,-2.3266e-07,1.1346e+08,-5.9498e+06,1.5263e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.006525,0.001,0.081525,0
340.59,0.051749,-0.00063692,-2.3266e-07,1.1341e+08,-6.003e+06,1.5395e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.00655,0.001,0.08155,0
340.67,0.05176,-0.00063692,-2.3266e-07,1.1336e+08,-6.0561e+06,1.5527e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.006575,0.001,0.081575,0
340.74,0.051771,-0.00063692,-2.3266e-07,1.1331e+08,-6.1092e+06,1.5659e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.0066,0.001,0.0816,0
340.82,0.051782,-0.00063692,-2.3266e-07,1.1326e+08,-6.1624e+06,1.5791e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.006625,0.001,0.081625,0
340.9,0.051793,-0.00063692,-2.3266e-07,1.1321e+08,-6.2155e+06,1.5923e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.00665,0.001,0.08165,0
340.97,0.051804,-0.00063692,-2.3266e-07,1.1316e+08,-6.2686e+06,1.6055e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.006675,0.001,0.081675,0
341.05,0.051815,-0.00063692,-2.3266e-07,1.1311e+08,-6.3218e+06,1.6187e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.0067,0.001,0.0817,0
341.13,0.051826,-0.00063692,-2.3266e-07,1.1306e+08,-6.3749e+06,1.632e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.006725,0.001,0.081725,0
341.2,0.051837,-0.00063692,-2.3266e-07,1.1301e+08,-6.428e+06,1.6452e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.00675,0.001,0.08175,0
341.28,0.051848,-0.00063692,-2.3266e-07,1.1296e+08,-6.4812e+06,1.6584e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.006775,0.001,0.081775,0
341.35,0.051859,-0.00063692,-2.3266e-07,1.1291e+08,-6.5343e+06,1.6716e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.0068,0.001,0.0818,0
341.43,0.05187,-0.00063692,-2.3266e-07,1.1286e+08,-6.5875e+06,1.6848e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.006825,0.001,0.081825,0
341.51,0.051881,-0.00063692,-2.3266e-07,1.1281e+08,-6.6406e+06,1.698e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.00685,0.001,0.08185,0
341.58,0.051892,-0.00063692,-2.3266e-07,1.1276e+08,-6.6937e+06,1.7112e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.006875,0.001,0.081875,0
341.66,0.051903,-0.00063692,-2.3266e-07,1.1271e+08,-6.7468e+06,1.7244e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.0069,0.001,0.0819,0
341.74,0.051913,-0.00063692,-2.3266e-07,1.1266e+08,-6.8e+06,1.7376e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.006925,0.001,0.081925,0
341.81,0.051924,-0.00063692,-2.3266e-07,1.1261e+08,-6.8531e+06,1.7508e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.00695,0.001,0.08195,0
341.89,0.051935,-0.00063692,-2.3266e-07,1.1256e+08,-6.9062e+06,1.764e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.006975,0.001,0.081975,0
341.97,0.051946,-0.00063692,-2.3266e-07,1.1251e+08,-6.9594e+06,1.7773e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.007,0.001,0.082,0
342.04,0.051957,-0.00063692,-2.3266e-07,1.1246e+08,-7.0125e+06,1.7905e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.007025,0.001,0.082025,0
342.12,0.051968,-0.00063692,-2.3266e-07,1.1241e+08,-7.0657e+06,1.8037e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.00705,0.001,0.08205,0
342.19,0.051979,-0.00063692,-2.3266e-07,1.1236e+08,-7.1188e+06,1.8169e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.007075,0.001,0.082075,0
342.27,0.05199,-0.00063692,-2.3266e-07,1.1231e+08,-7.1719e+06,1.8301e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.0071,0.001,0.0821,0
342.35,0.052001,-0.00063692,-2.3266e-07,1.1226e+08,-7.2251e+06,1.8433e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.007125,0.001,0.082125,0
342.42,0.052012,-0.00063692,-2.3266e-07,1.1221e+08,-7.2782e+06,1.8565e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.00715,0.001,0.08215,0
342.5,0.052023,-0.00063692,-2.3266e-07,1.1216e+08,-7.3313e+06,1.8697e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.007175,0.001,0.082175,0
342.58,0.052034,-0.00063692,-2.3266e-07,1.1211e+08,-7.3845e+06,1.8829e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.0072,0.001,0.0822,0
342.65,0.052045,-0.00063692,-2.3266e-07,1.1206e+08,-7.4376e+06,1.8962e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.007225,0.001,0.082225,0
342.73,0.052056,-0.00063692,-2.3266e-07,1.1201e+08,-7.4907e+06,1.9094e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.00725,0.001,0.08225,0
342.8,0.052067,-0.00063692,-2.3266e-07,1.1196e+08,-7.5439e+06,1.9226e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.007275,0.001,0.082275,0
342.88,0.052078,-0.00063692,-2.3266e-07,1.1191e+08,-7.597e+06,1.9358e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.0073,0.001,0.0823,0
342.96,0.052088,-0.00063692,-2.3266e-07,1.1186e+08,-7.6501e+06,1.949e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.007325,0.001,0.082325,0
343.03,0.052099,-0.00063692,-2.3266e-07,1.118e+08,-7.7033e+06,1.9622e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.00735,0.001,0.08235,0
343.11,0.05211,-0.00063692,-2.3266e-07,1.1175e+08,-7.7564e+06,1.9754e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.007375,0.001,0.082375,0
343.19,0.052121,-0.00063692,-2.3266e-07,1.117e+08,-7.8095e+06,1.9886e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.0074,0.001,0.0824,0
343.26,0.052132,-0.00063692,-2.3266e-07,1.1165e+08,-7.8627e+06,2.0018e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.007425,0.001,0.082425,0
343.34,0.052143,-0.00063692,-2.3266e-07,1.116e+08,-7.9158e+06,2.015e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.00745,0.001,0.08245,0
343.42,0.052154,-0.00063692,-2.3266e-07,1.1155e+08,-7.9689e+06,2.0282e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.007475,0.001,0.082475,0
343.49,0.052165,-0.00063692,-2.3266e-07,1.115e+08,-8.0221e+06,2.0415e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.0075,0.001,0.0825,0
343.57,0.052176,-0.00063692,-2.3266e-07,1.1145e+08,-8.0752e+06,2.0547e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.007525,0.001,0.082525,0
343.64,0.052187,-0.00063692,-2.3266e-07,1.114e+08,-8.1283e+06,2.0679e+06,0.24801,1.4246e-20,0.047422,-1.0745,1.1514e+08,-5.2174e-07,8.2423e-07,4.5075e-08,-1.0061e-09,2.1145e-10,1,0.00755,0.001,0.08255,0
343.72,0.052198,-0.00063694,-2.3242e-07,1.1135e+08,-8.179e+06,2.0806e+06,0.24801,0.0049376,0.064681,-1.0611,1.1509e+08,-65826,1.048e+05,3.8636e-08,-1.4086e-09,3.4448e-10,1,0.007575,0.001,0.082575,0
343.8,0.052209,-0.00063687,-2.3333e-07,1.1132e+08,-8.2415e+06,2.0958e+06,0.24801,0.0049376,0.064681,-1.0611,1.1509e+08,-65826,1.048e+05,3.8636e-08,-1.4086e-09,3.4448e-10,1,0.0076,0.001,0.0826,0
343.88,0.052219,-0.00063679,-2.3423e-07,1.1129e+08,-8.3041e+06,2.111e+06,0.24801,0.0049376,0.064681,-1.0611,1.1509e+08,-65826,1.048e+05,3.8636e-08,-1.4086e-09,3.4448e-10,1,0.007625,0.001,0.082625,0
343.96,0.05223,-0.00063671,-2.3513e-07,1.1126e+08,-8.3666e+06,2.1262e+06,0.24801,0.0049376,0.064681,-1.0611,1.1509e+08,-65826,1.048e+05,3.8636e-08,-1.4086e-09,3.4448e-10,1,0.00765,0.001,0.08265,0
344.04,0.052241,-0.00063663,-2.3603e-07,1.1123e+08,-8.4291e+06,2.1415e+06,0.24801,0.0049376,0.064681,-1.0611,1.1509e+08,-65826,1.048e+05,3.8636e-08,-1.4086e-09,3.4448e-10,1,0.007675,0.001,0.082675,0
344.12,0.052251,-0.00063655,-2.3693e-07,1.112e+08,-8.4917e+06,2.1567e+06,0.24801,0.0049376,0.064681,-1.0611,1.1509e+08,-65826,1.048e+05,3.8636e-08,-1.4086e-09,3.4448e-10,1,0.0077,0.001,0.0827,0
344.2,0.052262,-0.00063647,-2.3783e-07,1.1117e+08,-8.5542e+06,2.1719e+06,0.24802,0.0049376,0.064681,-1.0611,1.1509e+08,-65826,1.048e+05,3.8636e-08,-1.4086e-09,3.4448e-10,1,0.007725,0.001,0.082725,0
344.28,0.052273,-0.00063638,-2.3713e-07,1.1115e+08,-8.6082e+06,2.1851e+06,0.24802,0.0064818,0.045874,-1.1355,1.1115e+08,-8.6082e+06,2.1851e+06,4.5075e-08,-3.2196e-09,4.9678e-10,1,0.00775,0.001,0.08275,0
344.36,0.052285,-0.00063619,-2.2629e-07,1.1115e+08,-8.6082e+06,2.1851e+06,0.24802,0.0064818,0.045874,-1.1355,1.1115e+08,-8.6082e+06,2.1851e+06,4.5075e-08,-3.2196e-09,4.9678e-10,1,0.007775,0.001,0.082775,0
344.44,0.052298,-0.000636,-2.1545e-07,1.1115e+08,-8.6082e+06,2.1851e+06,0.24802,0.0064818,0.045874,-1.1355,1.1115e+08,-8.6082e+06,2.1851e+06,4.5075e-08,-3.2196e-09,4.9678e-10,1,0.0078,0.001,0.0828,0
344.53,0.052311,-0.00063582,-2.0462e-07,1.1115e+08,-8.6082e+06,2.1851e+06,0.24803,0.0064818,0.045874,-1.1355,1.1115e+08,-8.6082e+06,2.1851e+06,4.5075e-08,-3.2196e-09,4.9678e-10,1,0.007825,0.001,0.082825,0
344.61,0.052323,-0.00063558,-1.9423e-07,1.1115e+08,-8.6044e+06,2.1841e+06,0.24803,-0.0066983,-0.08112,-0.91286,1.1086e+08,-9.7607e+06,1.5104e+06,4.5075e-08,-2.4147e-09,4.8931e-10,1,0.00785,0.001,0.08285,0
344.67,0.05233,-0.00063484,-1.8905e-07,1.1113e+08,-8.5561e+06,2.1719e+06,0.24803,-0.0066983,-0.08112,-0.91286,1.1086e+08,-9.7607e+06,1.5104e+06,4.5075e-08,-2.4147e-09,4.8931e-10,1,0.007875,0.001,0.082875,0
344.72,0.052337,-0.0006341,-1.8387e-07,1.1112e+08,-8.5079e+06,2.1596e+06,0.24804,-0.0066983,-0.08112,-0.91286,1.1086e+08,-9.7607e+06,1.5104e+06,4.5075e-08,-2.4147e-09,4.8931e-10,1,0.0079,0.001,0.0829,0
344.78,0.052344,-0.00063336,-1.7869e-07,1.111e+08,-8.4596e+06,2.1474e+06,0.24804,-0.0066983,-0.08112,-0.91286,1.1086e+08,-9.7607e+06,1.5104e+06,4.5075e-08,-2.4147e-09,4.8931e-10,1,0.007925,0.001,0.082925,0
344.84,0.052351,-0.00063262,-1.735e-07,1.1109e+08,-8.4114e+06,2.1351e+06,0.24805,-0.0066983,-0.08112,-0.91286,1.1086e+08,-9.7607e+06,1.5104e+06,4.5075e-08,-2.4147e-09,4.8931e-10,1,0.00795,0.001,0.08295,0
344.9,0.052359,-0.00063188,-1.6832e-07,1.1107e+08,-8.3631e+06,2.1229e+06,0.24805,-0.0066983,-0.08112,-0.91286,1.1086e+08,-9.7607e+06,1.5104e+06,4.5075e-08,-2.4147e-09,4.8931e-10,1,0.007975,0.001,0.082975,0
344.96,0.052366,-0.00063113,-1.6314e-07,1.1106e+08,-8.3149e+06,2.1106e+06,0.24806,-0.0066983,-0.08112,-0.91286,1.1086e+08,-9.7607e+06,1.5104e+06,4.5075e-08,-2.4147e-09,4.8931e-10,1,0.008,0.001,0.083,0
345.02,0.052373,-0.00063039,-1.5796e-07,1.1104e+08,-8.2667e+06,2.0984e+06,0.24806,-0.0066983,-0.08112,-0.91286,1.1086e+08,-9.7607e+06,1.5104e+06,4.5075e-08,-2.4147e-09,4.8931e-10,1,0.008025,0.001,0.083025,0
345.08,0.05238,-0.00062965,-1.5278e-07,1.1103e+08,-8.2184e+06,2.0861e+06,0.24806,-0.0066983,-0.08112,-0.91286,1.1086e+08,-9.7607e+06,1.5104e+06,4.5075e-08,-2.4147e-09,4.8931e-10,1,0.00805,0.001,0.08305,0
345.14,0.052387,-0.00062891,-1.476e-07,1.1101e+08,-8.1702e+06,2.0739e+06,0.24807,-0.0066983,-0.08112,-0.91286,1.1086e+08,-9.7607e+06,1.5104e+06,4.5075e-08,-2.4147e-09,4.8931e-10,1,0.008075,0.001,0.083075,0
345.19,0.052394,-0.00062817,-1.4242e-07,1.11e+08,-8.1219e+06,2.0616e+06,0.24807,-0.0066983,-0.08112,-0.91286,1.1086e+08,-9.7607e+06,1.5104e+06,4.5075e-08,-2.4147e-09,4.8931e-10,1,0.0081,0.001,0.0831,0
345.25,0.052401,-0.00062743,-1.3724e-07,1.1098e+08,-8.0737e+06,2.0494e+06,0.24808,-0.0066983,-0.08112,-0.91286,1.1086e+08,-9.7607e+06,1.5104e+06,4.5075e-08,-2.4147e-09,4.8931e-10,1,0.008125,0.001,0.083125,0
345.31,0.052409,-0.00062668,-1.3206e-07,1.1097e+08,-8.0254e+06,2.0371e+06,0.24808,-0.0066983,-0.08112,-0.91286,1.1086e+08,-9.7607e+06,1.5104e+06,4.5075e-08,-2.4147e-09,4.8931e-10,1,0.00815,0.001,0.08315,0
345.37,0.052416,-0.00062594,-1.2688e-07,1.1095e+08,-7.9772e+06,2.0249e+06,0.24809,-0.0066983,-0.08112,-0.91286,1.1086e+08,-9.7607e+06,1.5104e+06,4.5075e-08,-2.4147e-09,4.8931e-10,1,0.008175,0.001,0.083175,0
345.43,0.052423,-0.0006252,-1.217e-07,1.1094e+08,-7.9289e+06,2.0127e+06,0.24809,-0.0066983,-0.08112,-0.91286,1.1086e+08,-9.7607e+06,1.5104e+06,4.5075e-08,-2.4147e-09,4.8931e-10,1,0.0082,0.001,0.0832,0
345.49,0.05243,-0.00062446,-1.1652e-07,1.1092e+08,-7.8807e+06,2.0004e+06,0.24809,-0.0066983,-0.08112,-0.91286,1.1086e+08,-9.7607e+06,1.5104e+06,4.5075e-08,-2.4147e-09,4.8931e-10,1,0.008225,0.001,0.083225,0
345.55,0.052437,-0.00062372,-1.1133e-07,1.1091e+08,-7.8324e+06,1.9882e+06,0.2481,-0.0066983,-0.08112,-0.91286,1.1086e+08,-9.7607e+06,1.5104e+06,4.5075e-08,-2.4147e-09,4.8931e-10,1,0.00825,0.001,0.08325,0
345.6,0.052444,-0.00062298,-1.0615e-07,1.1089e+08,-7.7842e+06,1.9759e+06,0.2481,-0.0066983,-0.08112,-0.91286,1.1086e+08,-9.7607e+06,1.5104e+06,4.5075e-08,-2.4147e-09,4.8931e-10,1,0.008275,0.001,0.083275,0
345.66,0.052451,-0.00062223,-1.0097e-07,1.1088e+08,-7.736e+06,1.9637e+06,0.24811,-0.0066983,-0.08112,-0.91286,1.1086e+08,-9.7607e+06,1.5104e+06,4.5075e-08,-2.4147e-09,4.8931e-10,1,0.0083,0.001,0.0833,0
345.72,0.052459,-0.00062149,-9.5792e-08,1.1086e+08,-7.6877e+06,1.9514e+06,0.24811,-0.0066983,-0.08112,-0.91286,1.1086e+08,-9.7607e+06,1.5104e+06,4.5075e-08,-2.4147e-09,4.8931e-10,1,0.008325,0.001,0.083325,0
345.78,0.052466,-0.00062075,-9.0611e-08,1.1085e+08,-7.6395e+06,1.9392e+06,0.24811,-0.0066983,-0.08112,-0.91286,1.1086e+08,-9.7607e+06,1.5104e+06,4.5075e-08,-2.4147e-09,4.8931e-10,1,0.00835,0.001,0.08335,0
345.78,0.052464,-0.00061958,-8.6136e-08,1.108e+08,-7.6316e+06,1.9278e+06,0.24812,0.00038655,0.071674,-0.59908,1.1052e+08,-6.58e+06,-30724,4.5075e-08,-2.0123e-09,4.3584e-10,1,0.008375,0.001,0.083375,0
345.79,0.052463,-0.00061847,-8.1561e-08,1.1076e+08,-7.6181e+06,1.9163e+06,0.24812,0.00038655,0.071674,-0.59908,1.1052e+08,-6.58e+06,-30724,4.5075e-08,-2.0123e-09,4.3584e-10,1,0.0084,0.001,0.0834,0
345.8,0.052462,-0.00061737,-7.6988e-08,1.1071e+08,-7.6046e+06,1.9048e+06,0.24812,0.00038655,0.071674,-0.59908,1.1052e+08,-6.58e+06,-30724,4.5075e-08,-2.0123e-09,4.3584e-10,1,0.008425,0.001,0.083425,0
345.81,0.052462,-0.00061626,-7.2415e-08,1.1067e+08,-7.5911e+06,1.8933e+06,0.24813,0.00038655,0.071674,-0.59908,1.1052e+08,-6.58e+06,-30724,4.5075e-08,-2.0123e-09,4.3584e-10,1,0.00845,0.001,0.08345,0
345.82,0.052461,-0.00061515,-6.7841e-08,1.1062e+08,-7.5777e+06,1.8818e+06,0.24813,0.00038655,0.071674,-0.59908,1.1052e+08,-6.58e+06,-30724,4.5075e-08,-2.0123e-09,4.3584e-10,1,0.008475,0.001,0.083475,0
345.83,0.05246,-0.00061404,-6.3268e-08,1.1058e+08,-7.5642e+06,1.8703e+06,0.24813,0.00038655,0.071674,-0.59908,1.1052e+08,-6.58e+06,-30724,4.5075e-08,-2.0123e-09,4.3584e-10,1,0.0085,0.001,0.0835,0
345.84,0.052459,-0.00061293,-5.8694e-08,1.1054e+08,-7.5507e+06,1.8588e+06,0.24813,0.00038655,0.071674,-0.59908,1.1052e+08,-6.58e+06,-30724,4.5075e-08,-2.0123e-09,4.3584e-10,1,0.008525,0.001,0.083525,0
345.85,0.052459,-0.00061182,-5.4121e-08,1.1049e+08,-7.5372e+06,1.8473e+06,0.24814,0.00038655,0.071674,-0.59908,1.1052e+08,-6.58e+06,-30724,4.5075e-08,-2.0123e-09,4.3584e-10,1,0.00855,0.001,0.08355,0
345.86,0.052458,-0.00061071,-4.9547e-08,1.1045e+08,-7.5238e+06,1.8357e+06,0.24814,0.00038655,0.071674,-0.59908,1.1052e+08,-6.58e+06,-30724,4.5075e-08,-2.0123e-09,4.3584e-10,1,0.008575,0.001,0.083575,0
345.87,0.052457,-0.00060961,-4.4974e-08,1.104e+08,-7.5103e+06,1.8242e+06,0.24814,0.00038655,0.071674,-0.59908,1.1052e+08,-6.58e+06,-30724,4.5075e-08,-2.0123e-09,4.3584e-10,1,0.0086,0.001,0.0836,0
345.88,0.052456,-0.0006085,-4.04e-08,1.1036e+08,-7.4968e+06,1.8127e+06,0.24815,0.00038655,0.071674,-0.59908,1.1052e+08,-6.58e+06,-30724,4.5075e-08,-2.0123e-09,4.3584e-10,1,0.008625,0.001,0.083625,0
345.88,0.052456,-0.00060739,-3.5827e-08,1.1032e+08,-7.4833e+06,1.8012e+06,0.24815,0.00038655,0.071674,-0.59908,1.1052e+08,-6.58e+06,-30724,4.5075e-08,-2.0123e-09,4.3584e-10,1,0.00865,0.001,0.08365,0
