"T","A:0","A:1","A:2","J:0","J:1","J:2","V","B:0","B:1","B:2","Jcond:0","Jcond:1","Jcond:2","Jinduct:0","Jinduct:1","Jinduct:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
310.01,0.047328,-0.00062992,-1.9317e-07,8.3324e+05,4.1452e-09,5.5579e-09,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0,0.001,0.075,0
310.16,0.04735,-0.00062996,-1.9524e-07,1.5795e+06,7.8576e-09,1.0535e-08,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,2.4997e-05,0.001,0.075025,0
310.3,0.047371,-0.00062999,-1.973e-07,2.3257e+06,1.157e-08,1.5513e-08,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,4.9993e-05,0.001,0.07505,0
310.45,0.047392,-0.00063002,-1.9936e-07,3.0721e+06,1.5283e-08,2.0492e-08,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,7.4998e-05,0.001,0.075075,0
310.59,0.047413,-0.00063005,-2.0143e-07,3.8184e+06,1.8996e-08,2.5469e-08,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,9.9994e-05,0.001,0.0751,0
310.73,0.047434,-0.00063008,-2.0349e-07,4.5648e+06,2.2709e-08,3.0448e-08,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.000125,0.001,0.075125,0
310.88,0.047455,-0.00063012,-2.0555e-07,5.311e+06,2.6422e-08,3.5426e-08,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.00015,0.001,0.07515,0
311.02,0.047476,-0.00063015,-2.0762e-07,6.0575e+06,3.0135e-08,4.0405e-08,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.000175,0.001,0.075175,0
311.17,0.047497,-0.00063018,-2.0968e-07,6.8037e+06,3.3848e-08,4.5382e-08,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.0002,0.001,0.0752,0
311.31,0.047518,-0.00063021,-2.1175e-07,7.5502e+06,3.7561e-08,5.0361e-08,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.000225,0.001,0.075225,0
311.46,0.04754,-0.00063024,-2.1381e-07,8.2964e+06,4.1273e-08,5.5339e-08,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.00025,0.001,0.07525,0
311.6,0.047561,-0.00063027,-2.1587e-07,9.0426e+06,4.4986e-08,6.0316e-08,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.00027499,0.001,0.075275,0
311.75,0.047582,-0.00063031,-2.1794e-07,9.7891e+06,4.8699e-08,6.5295e-08,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.0003,0.001,0.0753,0
311.89,0.047603,-0.00063034,-2.2e-07,1.0535e+07,5.2412e-08,7.0273e-08,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.00032499,0.001,0.075325,0
312.03,0.047624,-0.00063037,-2.2207e-07,1.1282e+07,5.6125e-08,7.5252e-08,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.00035,0.001,0.07535,0
312.18,0.047645,-0.0006304,-2.2413e-07,1.2028e+07,5.9838e-08,8.0229e-08,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.000375,0.001,0.075375,0
312.32,0.047666,-0.00063043,-2.2619e-07,1.2774e+07,6.3551e-08,8.5208e-08,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.0004,0.001,0.0754,0
312.47,0.047687,-0.00063047,-2.2826e-07,1.3521e+07,6.7263e-08,9.0186e-08,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.000425,0.001,0.075425,0
312.61,0.047709,-0.0006305,-2.3032e-07,1.4267e+07,7.0977e-08,9.5165e-08,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.00045,0.001,0.07545,0
312.76,0.04773,-0.00063053,-2.3238e-07,1.5013e+07,7.4689e-08,1.0014e-07,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.000475,0.001,0.075475,0
312.9,0.047751,-0.00063056,-2.3445e-07,1.576e+07,7.8402e-08,1.0512e-07,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.00049999,0.001,0.0755,0
313.04,0.047772,-0.00063059,-2.3651e-07,1.6506e+07,8.2115e-08,1.101e-07,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.000525,0.001,0.075525,0
313.19,0.047793,-0.00063062,-2.3858e-07,1.7252e+07,8.5828e-08,1.1508e-07,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.00054999,0.001,0.07555,0
313.33,0.047814,-0.00063066,-2.4064e-07,1.7999e+07,8.9541e-08,1.2006e-07,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.000575,0.001,0.075575,0
313.48,0.047835,-0.00063069,-2.427e-07,1.8745e+07,9.3253e-08,1.2503e-07,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.0006,0.001,0.0756,0
313.62,0.047856,-0.00063072,-2.4477e-07,1.9491e+07,9.6967e-08,1.3001e-07,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.000625,0.001,0.075625,0
313.77,0.047877,-0.00063075,-2.4683e-07,2.0238e+07,1.0068e-07,1.3499e-07,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.00065,0.001,0.07565,0
313.91,0.047899,-0.00063078,-2.489e-07,2.0984e+07,1.0439e-07,1.3997e-07,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.000675,0.001,0.075675,0
314.05,0.04792,-0.00063082,-2.5096e-07,2.173e+07,1.0811e-07,1.4495e-07,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.0007,0.001,0.0757,0
314.2,0.047941,-0.00063085,-2.5302e-07,2.2477e+07,1.1182e-07,1.4992e-07,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.00072499,0.001,0.075725,0
314.34,0.047962,-0.00063088,-2.5509e-07,2.3223e+07,1.1553e-07,1.549e-07,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.00075,0.001,0.07575,0
314.49,0.047983,-0.00063091,-2.5715e-07,2.3969e+07,1.1924e-07,1.5988e-07,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.00077499,0.001,0.075775,0
314.63,0.048004,-0.00063094,-2.5921e-07,2.4716e+07,1.2296e-07,1.6486e-07,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.0008,0.001,0.0758,0
314.78,0.048025,-0.00063097,-2.6128e-07,2.5462e+07,1.2667e-07,1.6984e-07,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.000825,0.001,0.075825,0
314.92,0.048046,-0.00063101,-2.6334e-07,2.6208e+07,1.3038e-07,1.7482e-07,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.00085,0.001,0.07585,0
315.07,0.048068,-0.00063104,-2.6541e-07,2.6955e+07,1.341e-07,1.7979e-07,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.000875,0.001,0.075875,0
315.21,0.048089,-0.00063107,-2.6747e-07,2.7701e+07,1.3781e-07,1.8477e-07,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.0009,0.001,0.0759,0
315.35,0.04811,-0.0006311,-2.6953e-07,2.8447e+07,1.4152e-07,1.8975e-07,0.24787,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.000925,0.001,0.075925,0
315.5,0.048131,-0.00063113,-2.716e-07,2.9193e+07,1.4523e-07,1.9473e-07,0.24788,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.00094999,0.001,0.07595,0
315.64,0.048152,-0.00063117,-2.7366e-07,2.994e+07,1.4895e-07,1.9971e-07,0.24788,-0.0021988,0.0047944,-1.4746,1.2341e+08,-1.707e+05,2.8373e+05,4.8295e-08,-1.0061e-09,1.5205e-10,1,0.000975,0.001,0.075975,0
315.79,0.048173,-0.00063118,-2.7463e-07,3.0673e+07,-101.85,162.15,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.00099999,0.001,0.076,0
315.93,0.048193,-0.00063118,-2.7463e-07,3.1394e+07,-293.87,467.85,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.001025,0.001,0.076025,0
316.07,0.048214,-0.00063118,-2.7463e-07,3.2116e+07,-485.83,773.46,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.00105,0.001,0.07605,0
316.21,0.048234,-0.00063118,-2.7463e-07,3.2837e+07,-677.84,1079.2,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.001075,0.001,0.076075,0
316.35,0.048255,-0.00063118,-2.7463e-07,3.3558e+07,-869.8,1384.8,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.0011,0.001,0.0761,0
316.5,0.048275,-0.00063118,-2.7463e-07,3.428e+07,-1061.8,1690.5,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.001125,0.001,0.076125,0
316.64,0.048296,-0.00063118,-2.7463e-07,3.5001e+07,-1253.8,1996.1,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.00115,0.001,0.07615,0
316.78,0.048316,-0.00063118,-2.7463e-07,3.5722e+07,-1445.7,2301.7,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.001175,0.001,0.076175,0
316.92,0.048337,-0.00063118,-2.7463e-07,3.6444e+07,-1637.8,2607.4,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.0012,0.001,0.0762,0
317.07,0.048357,-0.00063118,-2.7463e-07,3.7165e+07,-1829.7,2913,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.001225,0.001,0.076225,0
317.21,0.048377,-0.00063118,-2.7463e-07,3.7886e+07,-2021.7,3218.7,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.00125,0.001,0.07625,0
317.35,0.048398,-0.00063118,-2.7463e-07,3.8608e+07,-2213.7,3524.3,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.001275,0.001,0.076275,0
317.49,0.048418,-0.00063118,-2.7463e-07,3.9329e+07,-2405.7,3830,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.0013,0.001,0.0763,0
317.63,0.048439,-0.00063118,-2.7463e-07,4.005e+07,-2597.7,4135.6,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.001325,0.001,0.076325,0
317.78,0.048459,-0.00063118,-2.7463e-07,4.0772e+07,-2789.7,4441.3,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.00135,0.001,0.07635,0
317.92,0.04848,-0.00063118,-2.7463e-07,4.1493e+07,-2981.6,4746.9,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.001375,0.001,0.076375,0
318.06,0.0485,-0.00063118,-2.7463e-07,4.2214e+07,-3173.6,5052.5,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.0014,0.001,0.0764,0
318.2,0.048521,-0.00063118,-2.7463e-07,4.2936e+07,-3365.6,5358.2,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.001425,0.001,0.076425,0
318.34,0.048541,-0.00063118,-2.7463e-07,4.3657e+07,-3557.6,5663.8,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.00145,0.001,0.07645,0
318.49,0.048562,-0.00063118,-2.7463e-07,4.4378e+07,-3749.6,5969.5,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.001475,0.001,0.076475,0
318.63,0.048582,-0.00063118,-2.7463e-07,4.51e+07,-3941.5,6275.1,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.0015,0.001,0.0765,0
318.77,0.048603,-0.00063118,-2.7463e-07,4.5821e+07,-4133.6,6580.8,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.001525,0.001,0.076525,0
318.91,0.048623,-0.00063118,-2.7463e-07,4.6542e+07,-4325.5,6886.4,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.00155,0.001,0.07655,0
319.06,0.048644,-0.00063118,-2.7463e-07,4.7264e+07,-4517.5,7192.1,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.001575,0.001,0.076575,0
319.2,0.048664,-0.00063118,-2.7463e-07,4.7985e+07,-4709.5,7497.7,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.0016,0.001,0.0766,0
319.34,0.048685,-0.00063118,-2.7463e-07,4.8706e+07,-4901.5,7803.4,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.001625,0.001,0.076625,0
319.48,0.048705,-0.00063118,-2.7463e-07,4.9428e+07,-5093.5,8109.1,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.00165,0.001,0.07665,0
319.62,0.048726,-0.00063118,-2.7463e-07,5.0149e+07,-5285.4,8414.7,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.001675,0.001,0.076675,0
319.77,0.048746,-0.00063118,-2.7463e-07,5.087e+07,-5477.4,8720.4,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.0017,0.001,0.0767,0
319.91,0.048766,-0.00063118,-2.7463e-07,5.1591e+07,-5669.4,9026,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.001725,0.001,0.076725,0
320.05,0.048787,-0.00063118,-2.7463e-07,5.2313e+07,-5861.4,9331.7,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.00175,0.001,0.07675,0
320.19,0.048807,-0.00063118,-2.7463e-07,5.3034e+07,-6053.4,9637.3,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.001775,0.001,0.076775,0
320.33,0.048828,-0.00063118,-2.7463e-07,5.3756e+07,-6245.4,9943,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.0018,0.001,0.0768,0
320.48,0.048848,-0.00063118,-2.7463e-07,5.4477e+07,-6437.4,10249,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.001825,0.001,0.076825,0
320.62,0.048869,-0.00063118,-2.7463e-07,5.5198e+07,-6629.3,10554,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.00185,0.001,0.07685,0
320.76,0.048889,-0.00063118,-2.7463e-07,5.592e+07,-6821.3,10860,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.001875,0.001,0.076875,0
320.9,0.04891,-0.00063118,-2.7463e-07,5.6641e+07,-7013.3,11165,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.0019,0.001,0.0769,0
321.05,0.04893,-0.00063118,-2.7463e-07,5.7362e+07,-7205.3,11471,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.001925,0.001,0.076925,0
321.19,0.048951,-0.00063118,-2.7463e-07,5.8083e+07,-7397.3,11777,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.00195,0.001,0.07695,0
321.33,0.048971,-0.00063118,-2.7463e-07,5.8805e+07,-7589.3,12083,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.001975,0.001,0.076975,0
321.47,0.048992,-0.00063118,-2.7463e-07,5.9526e+07,-7781.2,12388,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.002,0.001,0.077,0
321.61,0.049012,-0.00063118,-2.7463e-07,6.0247e+07,-7973.2,12694,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.002025,0.001,0.077025,0
321.76,0.049033,-0.00063118,-2.7463e-07,6.0969e+07,-8165.2,12999,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.00205,0.001,0.07705,0
321.9,0.049053,-0.00063118,-2.7463e-07,6.169e+07,-8357.2,13305,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.002075,0.001,0.077075,0
322.04,0.049074,-0.00063118,-2.7463e-07,6.2411e+07,-8549.2,13611,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.0021,0.001,0.0771,0
322.18,0.049094,-0.00063118,-2.7463e-07,6.3133e+07,-8741.1,13916,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.002125,0.001,0.077125,0
322.32,0.049114,-0.00063118,-2.7463e-07,6.3854e+07,-8933.2,14222,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.00215,0.001,0.07715,0
322.47,0.049135,-0.00063118,-2.7463e-07,6.4575e+07,-9125.1,14528,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.002175,0.001,0.077175,0
322.61,0.049155,-0.00063118,-2.7463e-07,6.5297e+07,-9317.1,14833,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.0022,0.001,0.0772,0
322.75,0.049176,-0.00063118,-2.7463e-07,6.6018e+07,-9509.1,15139,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.002225,0.001,0.077225,0
322.89,0.049196,-0.00063118,-2.7463e-07,6.6739e+07,-9701.1,15445,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.00225,0.001,0.07725,0
323.04,0.049217,-0.00063118,-2.7463e-07,6.7461e+07,-9893.1,15750,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.002275,0.001,0.077275,0
323.18,0.049237,-0.00063118,-2.7463e-07,6.8182e+07,-10085,16056,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.0023,0.001,0.0773,0
323.32,0.049258,-0.00063118,-2.7463e-07,6.8903e+07,-10277,16362,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.002325,0.001,0.077325,0
323.46,0.049278,-0.00063118,-2.7463e-07,6.9625e+07,-10469,16667,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.00235,0.001,0.07735,0
323.6,0.049299,-0.00063118,-2.7463e-07,7.0346e+07,-10661,16973,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.002375,0.001,0.077375,0
323.75,0.049319,-0.00063118,-2.7463e-07,7.1067e+07,-10853,17278,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.0024,0.001,0.0774,0
323.89,0.04934,-0.00063118,-2.7463e-07,7.1789e+07,-11045,17584,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.002425,0.001,0.077425,0
324.03,0.04936,-0.00063118,-2.7463e-07,7.251e+07,-11237,17890,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.00245,0.001,0.07745,0
324.17,0.049381,-0.00063118,-2.7463e-07,7.3231e+07,-11429,18195,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.002475,0.001,0.077475,0
324.31,0.049401,-0.00063118,-2.7463e-07,7.3953e+07,-11621,18501,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.0025,0.001,0.0775,0
324.46,0.049422,-0.00063118,-2.7463e-07,7.4674e+07,-11813,18807,0.24788,8.1037e-20,0.047775,-1.4501,1.2324e+08,4.1211e-07,8.2423e-07,4.1855e-08,-5.0307e-10,5.8708e-11,1,0.002525,0.001,0.077525,0
