t,NbIter,Residual,V[V0],I[V0],V[V1],I[V1],Bz,T
20.7,1,8.540946094e-20,0.000000,0.411922,0.000000,-0.411930,-0.000003,317.3907171
20.8,1,7.369145956e-21,0.000000,0.084466,0.000000,-0.084468,-0.000001,314.9461447
20.9,1,1.777640484e-21,0.000000,0.017320,0.000000,-0.017320,-0.000000,312.7460237
21,1,4.660938625e-22,0.000000,0.003552,0.000000,-0.003552,-0.000000,310.7662571
21.1,1,9.20123179e-23,0.000000,0.000728,0.000000,-0.000728,-0.000000,308.9849262
21.2,1,1.801753293e-23,0.000000,0.000149,0.000000,-0.000149,-0.000000,307.3822031
21.3,1,5.571168287e-24,0.000000,0.000031,0.000000,-0.000031,-0.000000,305.9402015
21.4,1,1.06086953e-24,0.000000,0.000006,0.000000,-0.000006,-0.000000,304.6428094
21.5,1,1.767343958e-25,0.000000,0.000001,0.000000,-0.000001,-0.000000,303.475523
21.6,1,4.913466125e-26,0.000000,0.000000,0.000000,-0.000000,-0.000000,302.4252914
21.7,1,1.00717629e-26,0.000000,0.000000,0.000000,-0.000000,-0.000000,301.4803724
21.8,1,1.92983546e-27,0.000000,0.000000,0.000000,-0.000000,-0.000000,300.6302021
21.9,1,3.833988332e-28,0.000000,0.000000,0.000000,-0.000000,-0.000000,299.8652767
22,1,8.492045733e-29,0.000000,0.000000,0.000000,-0.000000,-0.000000,299.1770466
22.1,1,1.62485067e-29,0.000000,0.000000,0.000000,-0.000000,-0.000000,298.5578199
22.2,1,3.184329583e-30,0.000000,0.000000,0.000000,-0.000000,-0.000000,298.0006768
22.3,1,6.881760522e-31,0.000000,0.000000,0.000000,-0.000000,-0.000000,297.4993915
22.4,1,1.405165799e-31,0.000000,0.000000,0.000000,-0.000000,-0.000000,297.048363
22.5,1,2.730952869e-32,0.000000,0.000000,0.000000,-0.000000,-0.000000,296.6425519
22.6,1,6.111741878e-33,0.000000,0.000000,0.000000,-0.000000,-0.000000,296.2774246
22.7,1,1.152574014e-33,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.9489018
22.8,1,2.601136996e-34,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.6533136
22.9,1,5.335529882e-35,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.3873579
23,1,9.544317356e-36,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.148064
23.1,1,2.088868386e-36,0.000000,0.000000,0.000000,-0.000000,-0.000000,294.9327587
23.2,1,4.243605813e-37,0.000000,0.000000,0.000000,-0.000000,-0.000000,294.7390371
23.3,1,8.76159229e-38,0.000000,0.000000,0.000000,-0.000000,-0.000000,294.5647354
23.4,1,1.869553897e-38,0.000000,0.000000,0.000000,-0.000000,-0.000000,294.4079067
23.5,1,4.299006551e-39,0.000000,0.000000,0.000000,-0.000000,-0.000000,294.2667993
23.6,1,7.259758035e-40,0.000000,0.000000,0.000000,-0.000000,-0.000000,294.1398371
23.7,1,1.560973208e-40,0.000000,0.000000,0.000000,-0.000000,-0.000000,294.0256021
23.8,1,3.398119192e-41,0.000000,0.000000,0.000000,-0.000000,-0.000000,293.9228184
23.9,1,5.992826328e-42,0.000000,0.000000,0.000000,-0.000000,-0.000000,293.830338
24,1,1.362491352e-42,0.000000,0.000000,0.000000,-0.000000,-0.000000,293.747128
24.1,1,2.827912986e-43,0.000000,0.000000,0.000000,-0.000000,-0.000000,293.672259
24.2,1,6.043860698e-44,0.000000,0.000000,0.000000,-0.000000,-0.000000,293.604895
24.3,1,1.266387095e-44,0.000000,0.000000,0.000000,-0.000000,-0.000000,293.5442836
24.4,1,2.56316011e-45,0.000000,0.000000,0.000000,-0.000000,-0.000000,293.4897477
24.5,1,5.033050996e-46,0.000000,0.000000,0.000000,-0.000000,-0.000000,293.4406785
24.6,1,1.076722322e-46,0.000000,0.000000,0.000000,-0.000000,-0.000000,293.3965278
24.7,1,2.059440924e-47,0.000000,0.000000,0.000000,-0.000000,-0.000000,293.3568026
24.8,1,4.100549563e-48,0.000000,0.000000,0.000000,-0.000000,-0.000000,293.3210594
24.9,1,8.903270101e-49,0.000000,0.000000,0.000000,-0.000000,-0.000000,293.2888988
