t,NbIter,Residual,V[V0],I[V0],V[V1],I[V1],Bz,T
2.72,1,1.641508418e-14,0.000000,116655.393005,0.250000,-116841.793371,-0.801718,343.9331203
2.73,1,2.064397912e-14,0.000000,116632.233919,0.250000,-116818.630251,-0.801557,344.0127631
2.74,1,2.05657538e-14,0.000000,116609.315071,0.250000,-116795.707405,-0.801399,344.0916163
2.75,1,2.92238296e-14,0.000000,116586.633853,0.250000,-116773.022222,-0.801242,344.1696879
2.76,1,3.223046775e-14,0.000000,116564.187687,0.250000,-116750.572127,-0.801086,344.2469856
2.77,1,1.528792968e-14,0.000000,116541.974026,0.250000,-116728.354571,-0.800932,344.3235172
2.78,1,1.894032079e-14,0.000000,116519.990354,0.250000,-116706.367039,-0.800780,344.3992903
2.79,1,4.030255064e-14,0.000000,116498.234184,0.250000,-116684.607043,-0.800630,344.4743125
2.8,1,1.062852814e-14,0.000000,116476.703056,0.250000,-116663.072123,-0.800480,344.5485912
2.81,1,8.305731055e-15,0.000000,116455.394542,0.250000,-116641.759850,-0.800333,344.622134
2.82,1,7.863932627e-15,0.000000,116434.306239,0.250000,-116620.667823,-0.800187,344.6949482
2.83,1,2.2655224e-14,0.000000,116413.435775,0.250000,-116599.793667,-0.800042,344.7670409
2.84,1,2.718913333e-14,0.000000,116392.780804,0.250000,-116579.135037,-0.799899,344.8384195
2.85,1,1.383845291e-14,0.000000,116372.339006,0.250000,-116558.689614,-0.799758,344.909091
2.86,1,1.943520934e-14,0.000000,116352.108091,0.250000,-116538.455106,-0.799618,344.9790626
2.87,1,1.191537519e-14,0.000000,116332.085793,0.250000,-116518.429247,-0.799479,345.0483411
2.88,1,6.56405186e-14,0.000000,116312.269872,0.250000,-116498.609798,-0.799342,345.1169335
2.89,1,1.335896502e-14,0.000000,116292.658116,0.250000,-116478.994546,-0.799206,345.1848466
2.9,1,1.12341465e-14,0.000000,116273.248337,0.250000,-116459.581302,-0.799071,345.2520872
2.91,1,9.389240694e-15,0.000000,116254.038372,0.250000,-116440.367903,-0.798938,345.3186621
2.92,1,2.477959068e-14,0.000000,116235.026082,0.250000,-116421.352212,-0.798807,345.3845777
2.93,1,1.42246409e-14,0.000000,116216.209356,0.250000,-116402.532116,-0.798676,345.4498408
2.94,1,3.880312997e-14,0.000000,116197.586104,0.250000,-116383.905524,-0.798548,345.5144578
2.95,1,2.254018251e-14,0.000000,116179.154260,0.250000,-116365.470371,-0.798420,345.5784352
2.96,1,4.261725222e-14,0.000000,116160.911784,0.250000,-116347.224616,-0.798294,345.6417792
2.97,1,5.447244396e-14,0.000000,116142.856656,0.250000,-116329.166239,-0.798169,345.7044963
2.98,1,6.147889083e-14,0.000000,116124.986881,0.250000,-116311.293246,-0.798045,345.7665927
2.99,1,6.119459315e-15,0.000000,116107.300487,0.250000,-116293.603664,-0.797922,345.8280745
3,1,1.572382694e-14,0.000000,116089.795523,0.250000,-116276.095541,-0.797801,345.8889478
3.01,1,4.676041125e-14,0.000000,116072.470061,0.250000,-116258.766951,-0.797681,345.9492188
3.02,1,1.960563834e-14,0.000000,116055.322196,0.250000,-116241.615985,-0.797562,346.0088934
3.03,1,2.841830659e-14,0.000000,116038.350042,0.250000,-116224.640760,-0.797445,346.0679776
3.04,1,2.96706513e-14,0.000000,116021.551736,0.250000,-116207.839411,-0.797329,346.1264772
3.05,1,3.575742314e-14,0.000000,116004.925435,0.250000,-116191.210096,-0.797213,346.184398
3.06,1,3.41563282e-14,0.000000,115988.469318,0.250000,-116174.750994,-0.797099,346.2417459
3.07,1,1.659150996e-14,0.000000,115972.181584,0.250000,-116158.460303,-0.796987,346.2985264
3.08,1,1.783198509e-14,0.000000,115956.060453,0.250000,-116142.336241,-0.796875,346.3547453
3.09,1,2.127940593e-14,0.000000,115940.104162,0.250000,-116126.377049,-0.796765,346.4104082
3.1,1,1.762700028e-14,0.000000,115924.310971,0.250000,-116110.580984,-0.796655,346.4655204
3.11,1,2.715989e-14,0.000000,115908.679160,0.250000,-116094.946325,-0.796547,346.5200877
3.12,1,9.249413594e-15,0.000000,115893.207024,0.250000,-116079.471369,-0.796440,346.5741152
3.13,1,1.133713314e-14,0.000000,115877.892882,0.250000,-116064.154433,-0.796334,346.6276085
3.14,1,1.090589716e-14,0.000000,115862.735068,0.250000,-116048.993853,-0.796229,346.6805729
3.15,1,2.34189329e-14,0.000000,115847.731936,0.250000,-116033.987981,-0.796125,346.7330135
3.16,1,1.403341206e-14,0.000000,115832.881860,0.250000,-116019.135191,-0.796022,346.7849356
3.17,1,1.729753666e-14,0.000000,115818.183230,0.250000,-116004.433873,-0.795920,346.8363443
3.18,1,2.696206699e-14,0.000000,115803.634454,0.250000,-115989.882434,-0.795820,346.8872448
3.19,1,3.76337013e-14,0.000000,115789.233958,0.250000,-115975.479301,-0.795720,346.9376421
3.2,1,1.326001566e-14,0.000000,115774.980186,0.250000,-115961.222918,-0.795621,346.9875411
3.21,1,1.105908446e-14,0.000000,115760.871598,0.250000,-115947.111745,-0.795523,347.0369469
3.22,1,9.884876829e-15,0.000000,115746.906674,0.250000,-115933.144259,-0.795427,347.0858644
3.23,1,2.828111505e-14,0.000000,115733.083906,0.250000,-115919.318955,-0.795331,347.1342983
3.24,1,6.365514362e-15,0.000000,115719.401807,0.250000,-115905.634344,-0.795236,347.1822535
3.25,1,8.823716413e-15,0.000000,115705.858904,0.250000,-115892.088954,-0.795142,347.2297348
3.26,1,3.928358046e-14,0.000000,115692.453742,0.250000,-115878.681329,-0.795050,347.2767468
3.27,1,7.017749748e-15,0.000000,115679.184880,0.250000,-115865.410027,-0.794958,347.3232942
3.28,1,3.344827513e-14,0.000000,115666.050894,0.250000,-115852.273626,-0.794867,347.3693817
3.29,1,1.450907396e-14,0.000000,115653.050376,0.250000,-115839.270716,-0.794777,347.4150137
3.3,1,2.43025001e-14,0.000000,115640.181932,0.250000,-115826.399904,-0.794688,347.4601948
3.31,1,3.989452237e-14,0.000000,115627.444185,0.250000,-115813.659812,-0.794599,347.5049295
3.32,1,2.847208651e-14,0.000000,115614.835772,0.250000,-115801.049077,-0.794512,347.5492222
3.33,1,7.090201265e-14,0.000000,115602.355346,0.250000,-115788.566351,-0.794426,347.5930773
3.34,1,2.202470911e-14,0.000000,115590.001573,0.250000,-115776.210301,-0.794340,347.6364992
3.35,1,2.583566e-14,0.000000,115577.773135,0.250000,-115763.979609,-0.794256,347.6794921
3.36,1,1.56974483e-14,0.000000,115565.668728,0.250000,-115751.872970,-0.794172,347.7220602
3.37,1,9.854884061e-15,0.000000,115553.687063,0.250000,-115739.889094,-0.794089,347.7642079
3.38,1,3.858340375e-14,0.000000,115541.826862,0.250000,-115728.026705,-0.794007,347.8059392
3.39,1,5.63308334e-14,0.000000,115530.086864,0.250000,-115716.284541,-0.793925,347.8472583
3.4,1,2.868794034e-14,0.000000,115518.465822,0.250000,-115704.661353,-0.793845,347.8881694
3.41,1,7.773517039e-15,0.000000,115506.962501,0.250000,-115693.155908,-0.793765,347.9286763
3.42,1,3.40084087e-14,0.000000,115495.575678,0.250000,-115681.766983,-0.793686,347.9687832
3.43,1,1.198947284e-14,0.000000,115484.304147,0.250000,-115670.493370,-0.793608,348.008494
3.44,1,4.436680126e-14,0.000000,115473.146713,0.250000,-115659.333874,-0.793531,348.0478126
3.45,1,1.841791907e-14,0.000000,115462.102193,0.250000,-115648.287314,-0.793455,348.086743
3.46,1,6.281209248e-15,0.000000,115451.169418,0.250000,-115637.352519,-0.793379,348.1252889
3.47,1,1.006355911e-14,0.000000,115440.347232,0.250000,-115626.528333,-0.793304,348.1634542
3.48,1,1.826031451e-14,0.000000,115429.634491,0.250000,-115615.813612,-0.793230,348.2012426
3.49,1,1.652757127e-14,0.000000,115419.030063,0.250000,-115605.207224,-0.793156,348.238658
3.5,1,1.905993328e-14,0.000000,115408.532828,0.250000,-115594.708049,-0.793084,348.2757039
3.51,1,9.41815024e-15,0.000000,115398.141679,0.250000,-115584.314980,-0.793012,348.312384
3.52,1,3.945167873e-14,0.000000,115387.855521,0.250000,-115574.026920,-0.792940,348.3487021
3.53,1,3.560972731e-14,0.000000,115377.673270,0.250000,-115563.842787,-0.792870,348.3846615
3.54,1,7.963066204e-15,0.000000,115367.593854,0.250000,-115553.761507,-0.792800,348.420266
3.55,1,7.390423975e-15,0.000000,115357.616212,0.250000,-115543.782020,-0.792731,348.455519
3.56,1,2.099517372e-14,0.000000,115347.739294,0.250000,-115533.903277,-0.792663,348.490424
3.57,1,1.463549497e-14,0.000000,115337.962064,0.250000,-115524.124240,-0.792595,348.5249845
3.58,1,7.285341579e-14,0.000000,115328.283494,0.250000,-115514.443880,-0.792528,348.5592038
3.59,1,7.868985526e-15,0.000000,115318.702568,0.250000,-115504.861184,-0.792462,348.5930854
3.6,1,3.153969103e-14,0.000000,115309.218282,0.250000,-115495.375144,-0.792396,348.6266325
3.61,1,9.167588512e-15,0.000000,115299.829640,0.250000,-115485.984768,-0.792331,348.6598486
3.62,1,1.661947826e-14,0.000000,115290.535660,0.250000,-115476.689070,-0.792267,348.6927368
3.63,1,3.1864525e-14,0.000000,115281.335368,0.250000,-115467.487078,-0.792203,348.7253004
3.64,1,8.76152367e-15,0.000000,115272.227802,0.250000,-115458.377830,-0.792140,348.7575427
3.65,1,2.46953197e-14,0.000000,115263.212008,0.250000,-115449.360371,-0.792077,348.7894668
3.66,1,3.079179599e-14,0.000000,115254.287046,0.250000,-115440.433760,-0.792016,348.8210759
3.67,1,5.729621535e-15,0.000000,115245.451981,0.250000,-115431.597064,-0.791954,348.852373
3.68,1,5.21707005e-14,0.000000,115236.705893,0.250000,-115422.849361,-0.791894,348.8833613
3.69,1,1.026791726e-14,0.000000,115228.047868,0.250000,-115414.189738,-0.791834,348.9140438
3.7,1,4.806257149e-14,0.000000,115219.477004,0.250000,-115405.617292,-0.791775,348.9444236
3.71,1,1.529932748e-14,0.000000,115210.992406,0.250000,-115397.131129,-0.791716,348.9745037
3.72,1,3.564840568e-14,0.000000,115202.593192,0.250000,-115388.730365,-0.791658,349.0042869
3.73,1,3.671598266e-14,0.000000,115194.278486,0.250000,-115380.414126,-0.791600,349.0337763
3.74,1,1.323001773e-14,0.000000,115186.047424,0.250000,-115372.181547,-0.791543,349.0629748
3.75,1,3.824752368e-14,0.000000,115177.899149,0.250000,-115364.031770,-0.791487,349.0918852
3.76,1,3.395319799e-14,0.000000,115169.832814,0.250000,-115355.963949,-0.791431,349.1205103
3.77,1,5.962073427e-15,0.000000,115161.847582,0.250000,-115347.977246,-0.791376,349.1488531
3.78,1,1.427022758e-14,0.000000,115153.942623,0.250000,-115340.070831,-0.791321,349.1769163
3.79,1,3.066840856e-14,0.000000,115146.117116,0.250000,-115332.243884,-0.791267,349.2047027
3.8,1,1.473504617e-14,0.000000,115138.370250,0.250000,-115324.495592,-0.791213,349.232215
3.81,1,1.259511835e-14,0.000000,115130.701222,0.250000,-115316.825153,-0.791160,349.2594559
3.82,1,1.727621324e-14,0.000000,115123.109236,0.250000,-115309.231771,-0.791107,349.286428
3.83,1,1.15020639e-14,0.000000,115115.593507,0.250000,-115301.714660,-0.791055,349.3131342
3.84,1,5.507310081e-14,0.000000,115108.153256,0.250000,-115294.273041,-0.791004,349.3395769
3.85,1,2.389049609e-14,0.000000,115100.787712,0.250000,-115286.906145,-0.790953,349.3657589
3.86,1,3.716337e-14,0.000000,115093.496115,0.250000,-115279.613209,-0.790902,349.3916826
3.87,1,3.553199541e-14,0.000000,115086.277711,0.250000,-115272.393479,-0.790852,349.4173506
3.88,1,4.012858687e-14,0.000000,115079.131753,0.250000,-115265.246210,-0.790803,349.4427655
3.89,1,2.001883671e-14,0.000000,115072.057503,0.250000,-115258.170663,-0.790754,349.4679297
3.9,1,2.06660023e-14,0.000000,115065.054231,0.250000,-115251.166107,-0.790705,349.4928458
3.91,1,6.629330545e-15,0.000000,115058.121214,0.250000,-115244.231820,-0.790657,349.5175161
3.92,1,9.028494867e-15,0.000000,115051.257737,0.250000,-115237.367086,-0.790610,349.5419432
3.93,1,8.008149863e-15,0.000000,115044.463093,0.250000,-115230.571198,-0.790563,349.5661294
3.94,1,1.385088586e-14,0.000000,115037.736580,0.250000,-115223.843455,-0.790516,349.5900771
3.95,1,2.597912495e-14,0.000000,115031.077507,0.250000,-115217.183164,-0.790470,349.6137887
3.96,1,1.077444194e-14,0.000000,115024.485187,0.250000,-115210.589639,-0.790424,349.6372664
3.97,1,1.612660849e-14,0.000000,115017.958942,0.250000,-115204.062201,-0.790379,349.6605127
3.98,1,2.756300682e-14,0.000000,115011.498100,0.250000,-115197.600180,-0.790334,349.6835298
3.99,1,3.70146311e-14,0.000000,115005.101997,0.250000,-115191.202910,-0.790290,349.7063199
4,1,1.102091207e-14,0.000000,114998.769975,0.250000,-115184.869734,-0.790246,349.7288853
4.01,1,1.391789255e-14,0.000000,114992.501384,0.250000,-115178.600000,-0.790203,349.7512282
4.02,1,2.991892905e-14,0.000000,114986.295580,0.250000,-115172.393065,-0.790160,349.7733509
4.03,1,2.24421167e-14,0.000000,114980.151926,0.250000,-115166.248292,-0.790117,349.7952554
4.04,1,2.787199006e-14,0.000000,114974.069790,0.250000,-115160.165050,-0.790075,349.816944
4.05,1,6.165036042e-15,0.000000,114968.048549,0.250000,-115154.142715,-0.790034,349.8384188
4.06,1,7.974398537e-15,0.000000,114962.087586,0.250000,-115148.180669,-0.789992,349.8596819
4.07,1,3.322812071e-14,0.000000,114956.186290,0.250000,-115142.278300,-0.789951,349.8807354
4.08,1,8.380776946e-15,0.000000,114950.344055,0.250000,-115136.435005,-0.789911,349.9015813
4.09,1,3.271355746e-14,0.000000,114944.560283,0.250000,-115130.650184,-0.789871,349.9222217
4.1,1,1.416179532e-14,0.000000,114938.834382,0.250000,-115124.923246,-0.789831,349.9426587
4.11,1,2.524509388e-14,0.000000,114933.165766,0.250000,-115119.253603,-0.789792,349.9628943
4.12,1,1.228247063e-14,0.000000,114927.553855,0.250000,-115113.640676,-0.789753,349.9829303
4.13,1,3.919036654e-14,0.000000,114921.998074,0.250000,-115108.083890,-0.789715,350.0027689
4.14,1,5.118131394e-14,0.000000,114916.497856,0.250000,-115102.582678,-0.789677,350.0224119
4.15,1,8.56330953e-15,0.000000,114911.052639,0.250000,-115097.136477,-0.789639,350.0418613
4.16,1,1.350344836e-14,0.000000,114905.661865,0.250000,-115091.744731,-0.789602,350.0611191
4.17,1,2.31042294e-14,0.000000,114900.324985,0.250000,-115086.406888,-0.789565,350.080187
4.18,1,1.910738553e-14,0.000000,114895.041454,0.250000,-115081.122405,-0.789528,350.099067
4.19,1,2.758621684e-14,0.000000,114889.810732,0.250000,-115075.890741,-0.789492,350.1177609
4.2,1,1.937294991e-14,0.000000,114884.632285,0.250000,-115070.711362,-0.789456,350.1362706
4.21,1,3.551244313e-14,0.000000,114879.505585,0.250000,-115065.583741,-0.789421,350.1545978
4.22,1,3.642427223e-14,0.000000,114874.430110,0.250000,-115060.507354,-0.789385,350.1727445
4.23,1,1.174597094e-14,0.000000,114869.405342,0.250000,-115055.481684,-0.789351,350.1907123
4.24,1,1.70384761e-14,0.000000,114864.430769,0.250000,-115050.506218,-0.789316,350.208503
4.25,1,3.168800994e-14,0.000000,114859.505884,0.250000,-115045.580451,-0.789282,350.2261185
4.26,1,7.252169112e-15,0.000000,114854.630186,0.250000,-115040.703880,-0.789248,350.2435603
4.27,1,1.461023304e-14,0.000000,114849.803179,0.250000,-115035.876009,-0.789215,350.2608303
4.28,1,3.249212871e-14,0.000000,114845.024370,0.250000,-115031.096346,-0.789182,350.2779301
4.29,1,2.064326069e-14,0.000000,114840.293274,0.250000,-115026.364405,-0.789149,350.2948613
4.3,1,2.940175926e-14,0.000000,114835.609410,0.250000,-115021.679705,-0.789117,350.3116258
4.31,1,3.922070238e-15,0.000000,114830.972302,0.250000,-115017.041770,-0.789085,350.3282251
4.32,1,4.948722044e-14,0.000000,114826.381477,0.250000,-115012.450128,-0.789053,350.3446608
4.33,1,1.972674516e-14,0.000000,114821.836471,0.250000,-115007.904312,-0.789021,350.3609345
4.34,1,1.366273924e-14,0.000000,114817.336819,0.250000,-115003.403861,-0.788990,350.3770479
4.35,1,2.262860488e-14,0.000000,114812.882067,0.250000,-114998.948317,-0.788959,350.3930026
4.36,1,1.110486834e-14,0.000000,114808.471762,0.250000,-114994.537229,-0.788929,350.4088001
4.37,1,1.162953458e-14,0.000000,114804.105455,0.250000,-114990.170148,-0.788898,350.4244419
4.38,1,8.146779632e-15,0.000000,114799.782704,0.250000,-114985.846631,-0.788869,350.4399296
4.39,1,1.081193819e-14,0.000000,114795.503070,0.250000,-114981.566240,-0.788839,350.4552647
4.4,1,2.194373713e-14,0.000000,114791.266120,0.250000,-114977.328540,-0.788810,350.4704487
4.41,1,9.693656523e-15,0.000000,114787.071423,0.250000,-114973.133103,-0.788781,350.4854832
4.42,1,2.303729864e-14,0.000000,114782.918555,0.250000,-114968.979502,-0.788752,350.5003695
4.43,1,1.418956159e-14,0.000000,114778.807095,0.250000,-114964.867317,-0.788723,350.5151092
4.44,1,1.153387745e-14,0.000000,114774.736626,0.250000,-114960.796131,-0.788695,350.5297037
4.45,1,1.518287344e-14,0.000000,114770.706736,0.250000,-114956.765532,-0.788667,350.5441544
4.46,1,2.348874251e-14,0.000000,114766.717016,0.250000,-114952.775111,-0.788640,350.5584627
4.47,1,1.313703232e-14,0.000000,114762.767064,0.250000,-114948.824466,-0.788612,350.5726301
4.48,1,9.324664715e-15,0.000000,114758.856479,0.250000,-114944.913195,-0.788585,350.586658
4.49,1,8.614276631e-15,0.000000,114754.984866,0.250000,-114941.040903,-0.788558,350.6005476
4.5,1,3.042547659e-14,0.000000,114751.151833,0.250000,-114937.207199,-0.788532,350.6143005
4.51,1,5.617049384e-14,0.000000,114747.356992,0.250000,-114933.411695,-0.788506,350.6279178
4.52,1,1.802656241e-14,0.000000,114743.599960,0.250000,-114929.654007,-0.788480,350.6414011
4.53,1,2.764033492e-14,0.000000,114739.880357,0.250000,-114925.933755,-0.788454,350.6547515
4.54,1,1.247135647e-14,0.000000,114736.197808,0.250000,-114922.250564,-0.788428,350.6679704
4.55,1,9.847212797e-15,0.000000,114732.551939,0.250000,-114918.604061,-0.788403,350.6810592
4.56,1,1.004384071e-14,0.000000,114728.942383,0.250000,-114914.993878,-0.788378,350.694019
4.57,1,7.801261836e-15,0.000000,114725.368776,0.250000,-114911.419650,-0.788353,350.7068511
4.58,1,6.944444603e-15,0.000000,114721.830757,0.250000,-114907.881017,-0.788329,350.7195569
4.59,1,1.99553654e-14,0.000000,114718.327968,0.250000,-114904.377621,-0.788305,350.7321375
4.6,1,1.038893254e-14,0.000000,114714.860056,0.250000,-114900.909109,-0.788281,350.7445943
4.61,1,1.00074258e-14,0.000000,114711.426671,0.250000,-114897.475131,-0.788257,350.7569283
4.62,1,8.380237073e-15,0.000000,114708.027467,0.250000,-114894.075340,-0.788233,350.7691409
4.63,1,1.249856829e-14,0.000000,114704.662102,0.250000,-114890.709394,-0.788210,350.7812332
4.64,1,2.920618586e-14,0.000000,114701.330235,0.250000,-114887.376954,-0.788187,350.7932064
4.65,1,6.747537465e-15,0.000000,114698.031532,0.250000,-114884.077683,-0.788164,350.8050617
4.66,1,1.266730167e-14,0.000000,114694.765659,0.250000,-114880.811248,-0.788141,350.8168002
4.67,1,7.781889713e-15,0.000000,114691.532287,0.250000,-114877.577322,-0.788119,350.8284231
4.68,1,1.577435001e-14,0.000000,114688.331092,0.250000,-114874.375578,-0.788097,350.8399316
4.69,1,6.666610552e-15,0.000000,114685.161749,0.250000,-114871.205693,-0.788075,350.8513268
4.7,1,3.884096666e-14,0.000000,114682.023942,0.250000,-114868.067349,-0.788053,350.8626097
4.71,1,6.831510553e-14,0.000000,114678.917352,0.250000,-114864.960229,-0.788032,350.8737815
4.72,1,1.455878349e-14,0.000000,114675.841669,0.250000,-114861.884021,-0.788010,350.8848433
4.73,1,3.41564805e-14,0.000000,114672.796582,0.250000,-114858.838415,-0.787989,350.8957962
4.74,1,9.419812577e-15,0.000000,114669.781784,0.250000,-114855.823105,-0.787968,350.9066412
4.75,1,1.766134406e-14,0.000000,114666.796974,0.250000,-114852.837787,-0.787948,350.9173794
4.76,1,1.143707005e-14,0.000000,114663.841849,0.250000,-114849.882162,-0.787927,350.9280119
4.77,1,2.055564115e-14,0.000000,114660.916114,0.250000,-114846.955931,-0.787907,350.9385397
4.78,1,8.936339358e-15,0.000000,114658.019475,0.250000,-114844.058801,-0.787887,350.9489639
4.79,1,8.131556447e-15,0.000000,114655.151639,0.250000,-114841.190481,-0.787867,350.9592854
4.8,1,1.897806967e-14,0.000000,114652.312320,0.250000,-114838.350682,-0.787847,350.9695052
4.81,1,1.950113608e-14,0.000000,114649.501230,0.250000,-114835.539120,-0.787828,350.9796245
4.82,1,5.624253685e-15,0.000000,114646.718089,0.250000,-114832.755510,-0.787809,350.9896441
4.83,1,1.689594753e-14,0.000000,114643.962617,0.250000,-114829.999575,-0.787790,350.999565
4.84,1,6.140739971e-15,0.000000,114641.234537,0.250000,-114827.271037,-0.787771,351.0093883
4.85,1,3.885552796e-14,0.000000,114638.533575,0.250000,-114824.569622,-0.787752,351.0191149
4.86,1,4.027532595e-14,0.000000,114635.859459,0.250000,-114821.895059,-0.787734,351.0287457
4.87,1,1.608416545e-14,0.000000,114633.211923,0.250000,-114819.247080,-0.787715,351.0382816
4.88,1,1.484056055e-14,0.000000,114630.590699,0.250000,-114816.625419,-0.787697,351.0477237
4.89,1,6.426565309e-14,0.000000,114627.995525,0.250000,-114814.029812,-0.787679,351.0570728
4.9,1,1.170328505e-14,0.000000,114625.426140,0.250000,-114811.460000,-0.787661,351.0663299
4.91,1,6.265248058e-15,0.000000,114622.882287,0.250000,-114808.915725,-0.787644,351.0754959
4.92,1,3.21968357e-14,0.000000,114620.363711,0.250000,-114806.396731,-0.787626,351.0845716
4.93,1,2.135174475e-14,0.000000,114617.870159,0.250000,-114803.902766,-0.787609,351.0935579
4.94,1,1.644154893e-14,0.000000,114615.401382,0.250000,-114801.433580,-0.787592,351.1024558
4.95,1,8.689399847e-15,0.000000,114612.957131,0.250000,-114798.988925,-0.787575,351.1112661
4.96,1,1.115520484e-14,0.000000,114610.537162,0.250000,-114796.568557,-0.787558,351.1199897
4.97,1,2.942201188e-14,0.000000,114608.141232,0.250000,-114794.172233,-0.787542,351.1286274
4.98,1,1.723616076e-14,0.000000,114605.769102,0.250000,-114791.799712,-0.787525,351.1371801
4.99,1,8.088845579e-15,0.000000,114603.420533,0.250000,-114789.450758,-0.787509,351.1456485
5,1,2.037720484e-14,0.000000,114601.095290,0.250000,-114787.125135,-0.787493,351.1540336
5.01,1,4.416783816e-14,0.000000,114598.793142,0.250000,-114784.822609,-0.787477,351.1623362
5.02,1,3.470349827e-14,0.000000,114596.513856,0.250000,-114782.542951,-0.787461,351.170557
5.03,1,9.253853309e-15,0.000000,114594.257205,0.250000,-114780.285932,-0.787446,351.1786969
5.04,1,1.740648228e-14,0.000000,114592.022964,0.250000,-114778.051327,-0.787430,351.1867567
5.05,1,2.466312142e-14,0.000000,114589.810908,0.250000,-114775.838911,-0.787415,351.1947371
5.06,1,2.140742578e-14,0.000000,114587.620815,0.250000,-114773.648463,-0.787400,351.202639
5.07,1,1.61843357e-14,0.000000,114585.452468,0.250000,-114771.479765,-0.787385,351.2104631
5.08,1,1.528148115e-14,0.000000,114583.305649,0.250000,-114769.332598,-0.787370,351.2182102
5.09,1,2.101449649e-14,0.000000,114581.180144,0.250000,-114767.206749,-0.787355,351.2258811
5.1,1,1.561947897e-14,0.000000,114579.075739,0.250000,-114765.102005,-0.787340,351.2334764
5.11,1,1.773269544e-14,0.000000,114576.992224,0.250000,-114763.018155,-0.787326,351.240997
5.12,1,8.6461762e-15,0.000000,114574.929391,0.250000,-114760.954990,-0.787312,351.2484436
5.13,1,2.600515083e-14,0.000000,114572.887035,0.250000,-114758.912306,-0.787298,351.2558168
5.14,1,1.69190637e-14,0.000000,114570.864950,0.250000,-114756.889897,-0.787284,351.2631175
5.15,1,6.704539378e-15,0.000000,114568.862934,0.250000,-114754.887561,-0.787270,351.2703464
5.16,1,9.154159365e-15,0.000000,114566.880788,0.250000,-114752.905098,-0.787256,351.2775041
5.17,1,1.286230882e-14,0.000000,114564.918313,0.250000,-114750.942311,-0.787242,351.2845913
5.18,1,1.234772021e-14,0.000000,114562.975314,0.250000,-114748.999003,-0.787229,351.2916088
5.19,1,1.273898801e-14,0.000000,114561.051596,0.250000,-114747.074979,-0.787216,351.2985572
5.2,1,4.177462883e-14,0.000000,114559.146968,0.250000,-114745.170049,-0.787202,351.3054373
5.21,1,1.893351502e-14,0.000000,114557.261238,0.250000,-114743.284021,-0.787189,351.3122496
5.22,1,1.573057186e-14,0.000000,114555.394219,0.250000,-114741.416707,-0.787176,351.3189949
5.23,1,8.865595054e-15,0.000000,114553.545725,0.250000,-114739.567921,-0.787164,351.3256738
5.24,1,2.409953174e-14,0.000000,114551.715570,0.250000,-114737.737477,-0.787151,351.3322869
5.25,1,4.611977235e-14,0.000000,114549.903572,0.250000,-114735.925195,-0.787138,351.338835
5.26,1,1.199523678e-14,0.000000,114548.109550,0.250000,-114734.130892,-0.787126,351.3453187
5.27,1,1.561964903e-14,0.000000,114546.333326,0.250000,-114732.354389,-0.787114,351.3517385
5.28,1,2.553043058e-14,0.000000,114544.574722,0.250000,-114730.595510,-0.787102,351.3580952
5.29,1,2.289604274e-14,0.000000,114542.833562,0.250000,-114728.854079,-0.787089,351.3643893
5.3,1,7.908319408e-15,0.000000,114541.109673,0.250000,-114727.129921,-0.787078,351.3706214
5.31,1,4.00653956e-14,0.000000,114539.402883,0.250000,-114725.422866,-0.787066,351.3767923
5.32,1,2.430808432e-14,0.000000,114537.713021,0.250000,-114723.732742,-0.787054,351.3829024
5.33,1,2.159303932e-14,0.000000,114536.039920,0.250000,-114722.059382,-0.787042,351.3889524
5.34,1,1.139079892e-14,0.000000,114534.383412,0.250000,-114720.402618,-0.787031,351.3949428
5.35,1,1.519557842e-14,0.000000,114532.743332,0.250000,-114718.762285,-0.787020,351.4008743
5.36,1,1.866581483e-14,0.000000,114531.119516,0.250000,-114717.138219,-0.787008,351.4067474
5.37,1,9.587669097e-15,0.000000,114529.511804,0.250000,-114715.530260,-0.786997,351.4125628
5.38,1,2.543659169e-14,0.000000,114527.920034,0.250000,-114713.938246,-0.786986,351.4183209
5.39,1,2.78436408e-14,0.000000,114526.344048,0.250000,-114712.362018,-0.786975,351.4240224
5.4,1,3.405176366e-14,0.000000,114524.783688,0.250000,-114710.801421,-0.786965,351.4296677
5.41,1,1.227873401e-14,0.000000,114523.238801,0.250000,-114709.256297,-0.786954,351.4352575
5.42,1,1.872541242e-14,0.000000,114521.709230,0.250000,-114707.726494,-0.786943,351.4407923
5.43,1,7.810133901e-15,0.000000,114520.194825,0.250000,-114706.211859,-0.786933,351.4462727
5.44,1,1.021911738e-14,0.000000,114518.695434,0.250000,-114704.712240,-0.786922,351.4516991
5.45,1,3.266888096e-14,0.000000,114517.210907,0.250000,-114703.227490,-0.786912,351.4570721
5.46,1,2.189703702e-14,0.000000,114515.741098,0.250000,-114701.757459,-0.786902,351.4623923
5.47,1,1.951197023e-14,0.000000,114514.285860,0.250000,-114700.302001,-0.786892,351.4676601
5.48,1,1.986172204e-14,0.000000,114512.845047,0.250000,-114698.860972,-0.786882,351.4728761
5.49,1,2.247527142e-14,0.000000,114511.418517,0.250000,-114697.434227,-0.786872,351.4780407
5.5,1,2.143373257e-14,0.000000,114510.006127,0.250000,-114696.021626,-0.786862,351.4831546
