"T","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
344.05,1,0.0157,0.001,0.0907,0
344,1,0.015725,0.001,0.090725,0
343.96,1,0.01575,0.001,0.09075,0
343.91,1,0.015775,0.001,0.090775,0
343.86,1,0.0158,0.001,0.0908,0
343.81,1,0.015825,0.001,0.090825,0
343.76,1,0.01585,0.001,0.09085,0
343.71,1,0.015875,0.001,0.090875,0
343.67,1,0.0159,0.001,0.0909,0
343.62,1,0.015925,0.001,0.090925,0
343.57,1,0.01595,0.001,0.09095,0
343.52,1,0.015975,0.001,0.090975,0
343.47,1,0.016,0.001,0.091,0
343.42,1,0.016025,0.001,0.091025,0
343.38,1,0.01605,0.001,0.09105,0
343.33,1,0.016075,0.001,0.091075,0
343.28,1,0.0161,0.001,0.0911,0
343.23,1,0.016125,0.001,0.091125,0
343.18,1,0.01615,0.001,0.09115,0
343.13,1,0.016175,0.001,0.091175,0
343.08,1,0.0162,0.001,0.0912,0
343.04,1,0.016225,0.001,0.091225,0
342.99,1,0.01625,0.001,0.09125,0
342.94,1,0.016275,0.001,0.091275,0
342.89,1,0.0163,0.001,0.0913,0
342.84,1,0.016325,0.001,0.091325,0
342.79,1,0.01635,0.001,0.09135,0
342.75,1,0.016375,0.001,0.091375,0
342.7,1,0.0164,0.001,0.0914,0
342.65,1,0.016425,0.001,0.091425,0
342.59,1,0.01645,0.001,0.09145,0
342.53,1,0.016475,0.001,0.091475,0
342.47,1,0.0165,0.001,0.0915,0
342.41,1,0.016525,0.001,0.091525,0
342.35,1,0.01655,0.001,0.09155,0
342.29,1,0.016575,0.001,0.091575,0
342.22,1,0.0166,0.001,0.0916,0
342.16,1,0.016625,0.001,0.091625,0
342.1,1,0.01665,0.001,0.09165,0
342.04,1,0.016675,0.001,0.091675,0
341.98,1,0.0167,0.001,0.0917,0
341.91,1,0.016725,0.001,0.091725,0
341.83,1,0.01675,0.001,0.09175,0
341.76,1,0.016775,0.001,0.091775,0
341.69,1,0.0168,0.001,0.0918,0
341.62,1,0.016825,0.001,0.091825,0
341.55,1,0.01685,0.001,0.09185,0
341.48,1,0.016875,0.001,0.091875,0
341.41,1,0.0169,0.001,0.0919,0
341.34,1,0.016925,0.001,0.091925,0
341.27,1,0.01695,0.001,0.09195,0
341.19,1,0.016975,0.001,0.091975,0
341.12,1,0.017,0.001,0.092,0
341.05,1,0.017025,0.001,0.092025,0
340.98,1,0.01705,0.001,0.09205,0
340.91,1,0.017075,0.001,0.092075,0
340.84,1,0.0171,0.001,0.0921,0
340.77,1,0.017125,0.001,0.092125,0
340.7,1,0.01715,0.001,0.09215,0
340.62,1,0.017175,0.001,0.092175,0
340.55,1,0.0172,0.001,0.0922,0
340.48,1,0.017225,0.001,0.092225,0
340.41,1,0.01725,0.001,0.09225,0
340.34,1,0.017275,0.001,0.092275,0
340.27,1,0.0173,0.001,0.0923,0
340.2,1,0.017325,0.001,0.092325,0
340.13,1,0.01735,0.001,0.09235,0
340.05,1,0.017375,0.001,0.092375,0
339.98,1,0.0174,0.001,0.0924,0
339.91,1,0.017425,0.001,0.092425,0
339.84,1,0.01745,0.001,0.09245,0
339.77,1,0.017475,0.001,0.092475,0
339.69,1,0.0175,0.001,0.0925,0
339.62,1,0.017525,0.001,0.092525,0
339.55,1,0.01755,0.001,0.09255,0
339.48,1,0.017575,0.001,0.092575,0
339.4,1,0.0176,0.001,0.0926,0
339.33,1,0.017625,0.001,0.092625,0
339.26,1,0.01765,0.001,0.09265,0
339.19,1,0.017675,0.001,0.092675,0
339.11,1,0.0177,0.001,0.0927,0
339.04,1,0.017725,0.001,0.092725,0
338.97,1,0.01775,0.001,0.09275,0
338.9,1,0.017775,0.001,0.092775,0
338.83,1,0.0178,0.001,0.0928,0
338.75,1,0.017825,0.001,0.092825,0
338.68,1,0.01785,0.001,0.09285,0
338.61,1,0.017875,0.001,0.092875,0
338.54,1,0.0179,0.001,0.0929,0
338.46,1,0.017925,0.001,0.092925,0
338.39,1,0.01795,0.001,0.09295,0
338.32,1,0.017975,0.001,0.092975,0
338.24,1,0.018,0.001,0.093,0
338.16,1,0.018025,0.001,0.093025,0
338.07,1,0.01805,0.001,0.09305,0
337.99,1,0.018075,0.001,0.093075,0
337.9,1,0.0181,0.001,0.0931,0
337.82,1,0.018125,0.001,0.093125,0
337.74,1,0.01815,0.001,0.09315,0
337.65,1,0.018175,0.001,0.093175,0
337.57,1,0.0182,0.001,0.0932,0
337.49,1,0.018225,0.001,0.093225,0
337.4,1,0.01825,0.001,0.09325,0
337.32,1,0.018275,0.001,0.093275,0
337.24,1,0.0183,0.001,0.0933,0
337.15,1,0.018325,0.001,0.093325,0
337.07,1,0.01835,0.001,0.09335,0
336.98,1,0.018375,0.001,0.093375,0
336.9,1,0.0184,0.001,0.0934,0
336.82,1,0.018425,0.001,0.093425,0
336.73,1,0.01845,0.001,0.09345,0
336.65,1,0.018475,0.001,0.093475,0
336.57,1,0.0185,0.001,0.0935,0
336.48,1,0.018525,0.001,0.093525,0
336.4,1,0.01855,0.001,0.09355,0
336.32,1,0.018575,0.001,0.093575,0
336.23,1,0.0186,0.001,0.0936,0
336.15,1,0.018625,0.001,0.093625,0
336.06,1,0.01865,0.001,0.09365,0
335.98,1,0.018675,0.001,0.093675,0
335.9,1,0.0187,0.001,0.0937,0
335.81,1,0.018725,0.001,0.093725,0
335.73,1,0.01875,0.001,0.09375,0
335.65,1,0.018775,0.001,0.093775,0
335.56,1,0.0188,0.001,0.0938,0
335.48,1,0.018825,0.001,0.093825,0
335.4,1,0.01885,0.001,0.09385,0
335.31,1,0.018875,0.001,0.093875,0
335.23,1,0.0189,0.001,0.0939,0
335.14,1,0.018925,0.001,0.093925,0
335.06,1,0.01895,0.001,0.09395,0
334.98,1,0.018975,0.001,0.093975,0
334.89,1,0.019,0.001,0.094,0
334.81,1,0.019025,0.001,0.094025,0
334.73,1,0.01905,0.001,0.09405,0
334.64,1,0.019075,0.001,0.094075,0
334.56,1,0.0191,0.001,0.0941,0
334.48,1,0.019125,0.001,0.094125,0
334.39,1,0.01915,0.001,0.09415,0
334.31,1,0.019175,0.001,0.094175,0
334.22,1,0.0192,0.001,0.0942,0
334.14,1,0.019225,0.001,0.094225,0
334.06,1,0.01925,0.001,0.09425,0
333.97,1,0.019275,0.001,0.094275,0
333.89,1,0.0193,0.001,0.0943,0
333.81,1,0.019325,0.001,0.094325,0
333.72,1,0.01935,0.001,0.09435,0
333.63,1,0.019375,0.001,0.094375,0
333.53,1,0.0194,0.001,0.0944,0
333.44,1,0.019425,0.001,0.094425,0
333.34,1,0.01945,0.001,0.09445,0
333.25,1,0.019475,0.001,0.094475,0
333.16,1,0.0195,0.001,0.0945,0
333.06,1,0.019525,0.001,0.094525,0
332.97,1,0.01955,0.001,0.09455,0
332.87,1,0.019575,0.001,0.094575,0
332.78,1,0.0196,0.001,0.0946,0
332.68,1,0.019625,0.001,0.094625,0
332.59,1,0.01965,0.001,0.09465,0
332.49,1,0.019675,0.001,0.094675,0
332.4,1,0.0197,0.001,0.0947,0
332.3,1,0.019725,0.001,0.094725,0
332.21,1,0.01975,0.001,0.09475,0
332.11,1,0.019775,0.001,0.094775,0
332.02,1,0.0198,0.001,0.0948,0
331.92,1,0.019825,0.001,0.094825,0
331.83,1,0.01985,0.001,0.09485,0
331.73,1,0.019875,0.001,0.094875,0
331.64,1,0.0199,0.001,0.0949,0
331.54,1,0.019925,0.001,0.094925,0
331.45,1,0.01995,0.001,0.09495,0
331.35,1,0.019975,0.001,0.094975,0
331.26,1,0.02,0.001,0.095,0
331.16,1,0.020025,0.001,0.095025,0
331.07,1,0.02005,0.001,0.09505,0
330.97,1,0.020075,0.001,0.095075,0
330.88,1,0.0201,0.001,0.0951,0
330.78,1,0.020125,0.001,0.095125,0
330.68,1,0.02015,0.001,0.09515,0
330.59,1,0.020175,0.001,0.095175,0
330.49,1,0.0202,0.001,0.0952,0
330.4,1,0.020225,0.001,0.095225,0
330.3,1,0.02025,0.001,0.09525,0
330.21,1,0.020275,0.001,0.095275,0
330.11,1,0.0203,0.001,0.0953,0
330.02,1,0.020325,0.001,0.095325,0
329.92,1,0.02035,0.001,0.09535,0
329.83,1,0.020375,0.001,0.095375,0
329.73,1,0.0204,0.001,0.0954,0
329.64,1,0.020425,0.001,0.095425,0
329.54,1,0.02045,0.001,0.09545,0
329.44,1,0.020475,0.001,0.095475,0
329.34,1,0.0205,0.001,0.0955,0
329.23,1,0.020525,0.001,0.095525,0
329.13,1,0.02055,0.001,0.09555,0
329.03,1,0.020575,0.001,0.095575,0
328.92,1,0.0206,0.001,0.0956,0
328.82,1,0.020625,0.001,0.095625,0
328.72,1,0.02065,0.001,0.09565,0
328.61,1,0.020675,0.001,0.095675,0
328.51,1,0.0207,0.001,0.0957,0
328.41,1,0.020725,0.001,0.095725,0
328.3,1,0.02075,0.001,0.09575,0
328.2,1,0.020775,0.001,0.095775,0
328.09,1,0.0208,0.001,0.0958,0
327.99,1,0.020825,0.001,0.095825,0
327.87,1,0.02085,0.001,0.09585,0
327.76,1,0.020875,0.001,0.095875,0
327.65,1,0.0209,0.001,0.0959,0
327.54,1,0.020925,0.001,0.095925,0
327.42,1,0.02095,0.001,0.09595,0
327.31,1,0.020975,0.001,0.095975,0
327.2,1,0.021,0.001,0.096,0
327.08,1,0.021025,0.001,0.096025,0
326.97,1,0.02105,0.001,0.09605,0
326.86,1,0.021075,0.001,0.096075,0
326.75,1,0.0211,0.001,0.0961,0
326.63,1,0.021125,0.001,0.096125,0
326.52,1,0.02115,0.001,0.09615,0
326.41,1,0.021175,0.001,0.096175,0
326.3,1,0.0212,0.001,0.0962,0
326.18,1,0.021225,0.001,0.096225,0
326.07,1,0.02125,0.001,0.09625,0
325.96,1,0.021275,0.001,0.096275,0
325.84,1,0.0213,0.001,0.0963,0
325.73,1,0.021325,0.001,0.096325,0
325.62,1,0.02135,0.001,0.09635,0
325.51,1,0.021375,0.001,0.096375,0
325.39,1,0.0214,0.001,0.0964,0
325.28,1,0.021425,0.001,0.096425,0
325.17,1,0.02145,0.001,0.09645,0
325.05,1,0.021475,0.001,0.096475,0
324.94,1,0.0215,0.001,0.0965,0
324.83,1,0.021525,0.001,0.096525,0
324.72,1,0.02155,0.001,0.09655,0
324.6,1,0.021575,0.001,0.096575,0
324.49,1,0.0216,0.001,0.0966,0
324.38,1,0.021625,0.001,0.096625,0
324.26,1,0.02165,0.001,0.09665,0
324.15,1,0.021675,0.001,0.096675,0
324.03,1,0.0217,0.001,0.0967,0
323.92,1,0.021725,0.001,0.096725,0
323.81,1,0.02175,0.001,0.09675,0
323.69,1,0.021775,0.001,0.096775,0
323.58,1,0.0218,0.001,0.0968,0
323.46,1,0.021825,0.001,0.096825,0
323.35,1,0.02185,0.001,0.09685,0
323.23,1,0.021875,0.001,0.096875,0
323.12,1,0.0219,0.001,0.0969,0
323.01,1,0.021925,0.001,0.096925,0
322.89,1,0.02195,0.001,0.09695,0
322.78,1,0.021975,0.001,0.096975,0
322.66,1,0.022,0.001,0.097,0
322.55,1,0.022025,0.001,0.097025,0
322.43,1,0.02205,0.001,0.09705,0
322.32,1,0.022075,0.001,0.097075,0
322.21,1,0.0221,0.001,0.0971,0
322.09,1,0.022125,0.001,0.097125,0
321.98,1,0.02215,0.001,0.09715,0
321.86,1,0.022175,0.001,0.097175,0
321.75,1,0.0222,0.001,0.0972,0
321.63,1,0.022225,0.001,0.097225,0
321.52,1,0.02225,0.001,0.09725,0
321.41,1,0.022275,0.001,0.097275,0
321.29,1,0.0223,0.001,0.0973,0
321.18,1,0.022325,0.001,0.097325,0
321.06,1,0.02235,0.001,0.09735,0
320.95,1,0.022375,0.001,0.097375,0
320.83,1,0.0224,0.001,0.0974,0
320.72,1,0.022425,0.001,0.097425,0
320.6,1,0.02245,0.001,0.09745,0
320.49,1,0.022475,0.001,0.097475,0
320.38,1,0.0225,0.001,0.0975,0
320.26,1,0.022525,0.001,0.097525,0
320.15,1,0.02255,0.001,0.09755,0
320.03,1,0.022575,0.001,0.097575,0
319.92,1,0.0226,0.001,0.0976,0
319.8,1,0.022625,0.001,0.097625,0
319.69,1,0.02265,0.001,0.09765,0
319.58,1,0.022675,0.001,0.097675,0
319.46,1,0.0227,0.001,0.0977,0
319.35,1,0.022725,0.001,0.097725,0
319.23,1,0.02275,0.001,0.09775,0
319.12,1,0.022775,0.001,0.097775,0
319,1,0.0228,0.001,0.0978,0
318.89,1,0.022825,0.001,0.097825,0
318.78,1,0.02285,0.001,0.09785,0
318.66,1,0.022875,0.001,0.097875,0
318.53,1,0.0229,0.001,0.0979,0
318.4,1,0.022925,0.001,0.097925,0
318.27,1,0.02295,0.001,0.09795,0
318.13,1,0.022975,0.001,0.097975,0
318,1,0.023,0.001,0.098,0
317.87,1,0.023025,0.001,0.098025,0
317.74,1,0.02305,0.001,0.09805,0
317.61,1,0.023075,0.001,0.098075,0
317.48,1,0.0231,0.001,0.0981,0
317.34,1,0.023125,0.001,0.098125,0
317.21,1,0.02315,0.001,0.09815,0
317.08,1,0.023175,0.001,0.098175,0
316.95,1,0.0232,0.001,0.0982,0
316.82,1,0.023225,0.001,0.098225,0
316.69,1,0.02325,0.001,0.09825,0
316.55,1,0.023275,0.001,0.098275,0
316.42,1,0.0233,0.001,0.0983,0
316.29,1,0.023325,0.001,0.098325,0
316.16,1,0.02335,0.001,0.09835,0
316.03,1,0.023375,0.001,0.098375,0
315.9,1,0.0234,0.001,0.0984,0
315.76,1,0.023425,0.001,0.098425,0
315.63,1,0.02345,0.001,0.09845,0
315.5,1,0.023475,0.001,0.098475,0
315.37,1,0.0235,0.001,0.0985,0
315.24,1,0.023525,0.001,0.098525,0
315.11,1,0.02355,0.001,0.09855,0
314.97,1,0.023575,0.001,0.098575,0
314.84,1,0.0236,0.001,0.0986,0
314.71,1,0.023625,0.001,0.098625,0
314.58,1,0.02365,0.001,0.09865,0
314.45,1,0.023675,0.001,0.098675,0
314.32,1,0.0237,0.001,0.0987,0
314.18,1,0.023725,0.001,0.098725,0
314.05,1,0.02375,0.001,0.09875,0
313.92,1,0.023775,0.001,0.098775,0
313.79,1,0.0238,0.001,0.0988,0
313.66,1,0.023825,0.001,0.098825,0
313.53,1,0.02385,0.001,0.09885,0
313.39,1,0.023875,0.001,0.098875,0
313.26,1,0.0239,0.001,0.0989,0
313.13,1,0.023925,0.001,0.098925,0
313,1,0.02395,0.001,0.09895,0
312.87,1,0.023975,0.001,0.098975,0
312.74,1,0.024,0.001,0.099,0
312.6,1,0.024025,0.001,0.099025,0
312.47,1,0.02405,0.001,0.09905,0
312.34,1,0.024075,0.001,0.099075,0
312.21,1,0.0241,0.001,0.0991,0
312.08,1,0.024125,0.001,0.099125,0
311.95,1,0.02415,0.001,0.09915,0
311.82,1,0.024175,0.001,0.099175,0
311.69,1,0.0242,0.001,0.0992,0
311.56,1,0.024225,0.001,0.099225,0
311.43,1,0.02425,0.001,0.09925,0
311.3,1,0.024275,0.001,0.099275,0
311.17,1,0.0243,0.001,0.0993,0
311.04,1,0.024325,0.001,0.099325,0
310.91,1,0.02435,0.001,0.09935,0
310.78,1,0.024375,0.001,0.099375,0
310.66,1,0.0244,0.001,0.0994,0
310.53,1,0.024425,0.001,0.099425,0
310.4,1,0.02445,0.001,0.09945,0
310.27,1,0.024475,0.001,0.099475,0
310.14,1,0.0245,0.001,0.0995,0
310.01,1,0.024525,0.001,0.099525,0
309.88,1,0.02455,0.001,0.09955,0
309.75,1,0.024575,0.001,0.099575,0
309.62,1,0.0246,0.001,0.0996,0
309.49,1,0.024625,0.001,0.099625,0
309.36,1,0.02465,0.001,0.09965,0
309.24,1,0.024675,0.001,0.099675,0
309.11,1,0.0247,0.001,0.0997,0
308.98,1,0.024725,0.001,0.099725,0
308.85,1,0.02475,0.001,0.09975,0
308.72,1,0.024775,0.001,0.099775,0
308.59,1,0.0248,0.001,0.0998,0
308.46,1,0.024825,0.001,0.099825,0
308.33,1,0.02485,0.001,0.09985,0
308.2,1,0.024875,0.001,0.099875,0
308.07,1,0.0249,0.001,0.0999,0
307.94,1,0.024925,0.001,0.099925,0
307.82,1,0.02495,0.001,0.09995,0
307.69,1,0.024975,0.001,0.099975,0
307.56,1,0.025,0.001,0.1,0
