t,NbIter,Residual,V[V0],I[V0],V[V1],I[V1],Bz,T
4.5,1,1.315922597e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,346.1806851
4.6,1,2.135704212e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,346.2715601
4.7,1,1.142163225e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,346.3531267
4.8,1,1.277876252e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,346.4263381
4.9,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,346.4920499
5,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,346.5510303
5.1,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,346.6039687
5.2,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,346.651484
5.3,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,346.6941315
5.4,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,346.7324099
5.5,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,346.7667668
5.6,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,346.7976037
5.7,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,346.8252814
5.8,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,346.8501234
5.9,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,346.8724203
6,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,346.8924327
6.1,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,346.9103948
6.2,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,346.9265165
6.3,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,346.9409864
6.4,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,346.9539738
6.5,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,346.9656305
6.6,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,346.976093
6.7,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,346.9854835
6.8,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,346.9939119
6.9,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0014768
7,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0082666
7.1,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0143608
7.2,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0198307
7.3,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0247402
7.4,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0291468
7.5,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.033102
7.6,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.036652
7.7,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0398384
7.8,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0426985
7.9,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0452656
8,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0475698
8.1,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0496381
8.2,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0514946
8.3,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.053161
8.4,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0546568
8.5,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0559995
8.6,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0572047
8.7,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0582867
8.8,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0592579
8.9,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0601297
9,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0609124
9.1,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0616151
9.2,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0622459
9.3,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0628122
9.4,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0633207
9.5,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0637772
9.6,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0641871
9.7,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0645551
9.8,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0648856
9.9,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0651824
10,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0654489
10.1,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0656882
10.2,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0659032
10.3,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0660963
10.4,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0662698
10.5,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0664256
10.6,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0665656
10.7,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0666914
10.8,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0668045
10.9,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0669061
11,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0669974
11.1,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0670795
11.2,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0671533
11.3,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0672197
11.4,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0672794
11.5,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0673332
11.6,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0673815
11.7,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.067425
11.8,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0674642
11.9,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0674995
12,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0675313
12.1,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0675599
12.2,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0675858
12.3,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0676091
12.4,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0676301
12.5,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0676491
12.6,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0676662
12.7,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0676817
12.8,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0676957
12.9,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0677084
13,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0677199
13.1,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0677303
13.2,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0677397
13.3,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0677483
13.4,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0677561
13.5,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0677632
13.6,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0677697
13.7,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0677756
13.8,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.067781
13.9,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0677859
14,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0677904
14.1,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0677945
14.2,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0677983
14.3,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678018
14.4,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678051
14.5,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678081
14.6,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678108
14.7,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678134
14.8,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678158
14.9,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.067818
15,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678201
15.1,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.067822
15.2,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678238
15.3,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678255
15.4,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678272
15.5,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678287
15.6,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678301
15.7,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678315
15.8,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678328
15.9,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.067834
16,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678352
16.1,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678364
16.2,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678375
16.3,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678385
16.4,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678395
16.5,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678405
16.6,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678414
16.7,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678423
16.8,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678432
16.9,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678441
17,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678449
17.1,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678457
17.2,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678465
17.3,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678473
17.4,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678481
17.5,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678488
17.6,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678495
17.7,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678502
17.8,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678509
17.9,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678516
18,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678523
18.1,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.067853
18.2,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678536
18.3,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678543
18.4,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678549
18.5,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678555
18.6,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678561
18.7,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678568
18.8,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678574
18.9,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678579
19,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678585
19.1,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678591
19.2,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678597
19.3,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678602
19.4,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678608
19.5,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678614
19.6,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678619
19.7,1,1.141694001e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678624
19.8,1,1.278158547e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.067863
19.9,1,2.111126426e-14,0.000000,133780.073717,0.250000,-133969.828246,-0.920757,347.0678635
20,1,1.710999986e-15,0.000000,26723.444885,0.000000,-26714.265360,-0.184161,342.3321392
20.1,1,9.340929867e-17,0.000000,5413.245542,0.000000,-5410.930275,-0.037299,337.5688409
20.2,1,6.494910079e-17,0.000000,1097.896065,0.000000,-1097.416323,-0.007565,333.1313184
20.3,1,1.1520501e-17,0.000000,222.703706,0.000000,-222.606145,-0.001534,329.0765902
20.4,1,2.133896151e-18,0.000000,45.175347,0.000000,-45.155550,-0.000311,325.4058163
20.5,1,1.418685079e-19,0.000000,9.163820,0.000000,-9.159804,-0.000063,322.0976651
20.6,1,1.211652703e-19,0.000000,1.858882,0.000000,-1.858067,-0.000013,319.12273
20.7,1,8.47447352e-21,0.000000,0.377074,0.000000,-0.376909,-0.000003,316.4501267
20.8,1,1.747233027e-21,0.000000,0.076490,0.000000,-0.076456,-0.000001,314.0502265
20.9,1,3.04683803e-22,0.000000,0.015516,0.000000,-0.015509,-0.000000,311.8956415
21,1,3.395110437e-22,0.000000,0.003147,0.000000,-0.003146,-0.000000,309.9614649
21.1,1,9.56803921e-24,0.000000,0.000638,0.000000,-0.000638,-0.000000,308.2252111
21.2,1,5.109040809e-24,0.000000,0.000130,0.000000,-0.000129,-0.000000,306.6666476
21.3,1,5.7451205e-25,0.000000,0.000026,0.000000,-0.000026,-0.000000,305.2675956
21.4,1,1.103164713e-25,0.000000,0.000005,0.000000,-0.000005,-0.000000,304.0117317
21.5,1,2.023751842e-26,0.000000,0.000001,0.000000,-0.000001,-0.000000,302.8844022
21.6,1,7.667134883e-27,0.000000,0.000000,0.000000,-0.000000,-0.000000,301.8724532
21.7,1,7.035542434e-28,0.000000,0.000000,0.000000,-0.000000,-0.000000,300.9640776
21.8,1,2.918625883e-28,0.000000,0.000000,0.000000,-0.000000,-0.000000,300.1486767
21.9,1,9.397065216e-29,0.000000,0.000000,0.000000,-0.000000,-0.000000,299.4167367
22,1,2.327289541e-29,0.000000,0.000000,0.000000,-0.000000,-0.000000,298.7597174
22.1,1,3.713038439e-30,0.000000,0.000000,0.000000,-0.000000,-0.000000,298.1699523
22.2,1,1.099625769e-30,0.000000,0.000000,0.000000,-0.000000,-0.000000,297.6405593
22.3,1,1.840886821e-31,0.000000,0.000000,0.000000,-0.000000,-0.000000,297.1653605
22.4,1,3.486372082e-32,0.000000,0.000000,0.000000,-0.000000,-0.000000,296.7388098
22.5,1,8.791753349e-33,0.000000,0.000000,0.000000,-0.000000,-0.000000,296.3559289
22.6,1,1.710183279e-33,0.000000,0.000000,0.000000,-0.000000,-0.000000,296.0122482
22.7,1,3.678775444e-34,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.7037559
22.8,1,6.498662941e-35,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.4268504
22.9,1,1.567985859e-35,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.1782986
23,1,3.302714556e-36,0.000000,0.000000,0.000000,-0.000000,-0.000000,294.9551981
23.1,1,6.102324361e-37,0.000000,0.000000,0.000000,-0.000000,-0.000000,294.7549437
23.2,1,1.22310186e-37,0.000000,0.000000,0.000000,-0.000000,-0.000000,294.5751965
23.3,1,2.374184093e-38,0.000000,0.000000,0.000000,-0.000000,-0.000000,294.4138573
23.4,1,3.955260472e-39,0.000000,0.000000,0.000000,-0.000000,-0.000000,294.2690414
23.5,1,9.891233631e-40,0.000000,0.000000,0.000000,-0.000000,-0.000000,294.1390571
23.6,1,1.897233382e-40,0.000000,0.000000,0.000000,-0.000000,-0.000000,294.0223858
23.7,1,3.970006736e-41,0.000000,0.000000,0.000000,-0.000000,-0.000000,293.9176644
23.8,1,8.122792219e-42,0.000000,0.000000,0.000000,-0.000000,-0.000000,293.8236692
23.9,1,1.607932758e-42,0.000000,0.000000,0.000000,-0.000000,-0.000000,293.7393019
24,1,3.31437548e-43,0.000000,0.000000,0.000000,-0.000000,-0.000000,293.6635766
24.1,1,5.826499111e-44,0.000000,0.000000,0.000000,-0.000000,-0.000000,293.5956082
24.2,1,1.550509514e-44,0.000000,0.000000,0.000000,-0.000000,-0.000000,293.5346024
24.3,1,3.457249909e-45,0.000000,0.000000,0.000000,-0.000000,-0.000000,293.479846
24.4,1,5.398726185e-46,0.000000,0.000000,0.000000,-0.000000,-0.000000,293.430699
24.5,1,1.014846862e-46,0.000000,0.000000,0.000000,-0.000000,-0.000000,293.3865869
24.6,1,2.42361319e-47,0.000000,0.000000,0.000000,-0.000000,-0.000000,293.3469939
24.7,1,4.686485584e-48,0.000000,0.000000,0.000000,-0.000000,-0.000000,293.3114572
24.8,1,7.606306654e-49,0.000000,0.000000,0.000000,-0.000000,-0.000000,293.2795612
24.9,1,2.176048518e-49,0.000000,0.000000,0.000000,-0.000000,-0.000000,293.2509331
